"","proNotch","antiNotch"
"7053","BIRC2","PCDH7"
"7054","BIRC3","PCDH7"
"7055","CD80","PCDH7"
"7056","ZAP70","PCDH7"
"7057","DDR1","PCDH7"
"7058","CD7","PCDH7"
"7059","CD3G","PCDH7"
"7060","TOX","PCDH7"
"7061","GZMA","PCDH7"
"7062","DTX1","PCDH7"
"7063","LAT","PCDH7"
"7064","RAG1","PCDH7"
"7065","PTCRA","PCDH7"
"7066","CD2","PCDH7"
"7067","NFATC1","PCDH7"
"7068","NOTCH3","PCDH7"
"7069","CD74","PCDH7"
"7070","THY1","PCDH7"
"7071","CTLA4","PCDH7"
"7072","MAMLD1","PCDH7"
"7073","CREBBP","PCDH7"
"7074","E2F1","PCDH7"
"7075","E2F3","PCDH7"
"7076","EIF2C3","PCDH7"
"7077","EIF2C4","PCDH7"
"7078","EP300","PCDH7"
"7079","SNW1","PCDH7"
"7080","TNRC6B","PCDH7"
"7081","KAT2A","PCDH7"
"7082","EIF2C1","PCDH7"
"7083","EIF2C2","PCDH7"
"7084","TNRC6A","PCDH7"
"7085","RBPJ","PCDH7"
"7086","JUN","PCDH7"
"7087","MOV10","PCDH7"
"7088","LOC441488","PCDH7"
"7089","NOTCH2","PCDH7"
"7090","NOTCH4","PCDH7"
"7091","MAML3","PCDH7"
"7092","TNRC6C","PCDH7"
"7093","CCND1","PCDH7"
"7094","TFDP1","PCDH7"
"7095","LOC728030","PCDH7"
"7096","MAML2","PCDH7"
"7097","KAT2B","PCDH7"
"7098","MAML1","PCDH7"
"7099","ADAM10","PCDH7"
"7100","DTX2","PCDH7"
"7101","MIB2","PCDH7"
"7102","JAG1","PCDH7"
"7103","DTX4","PCDH7"
"7104","NCSTN","PCDH7"
"7105","DLL1","PCDH7"
"7106","JAG2","PCDH7"
"7107","ARRB1","PCDH7"
"7108","ARRB2","PCDH7"
"7109","APH1A","PCDH7"
"7110","PSENEN","PCDH7"
"7111","PSEN1","PCDH7"
"7112","PSEN2","PCDH7"
"7113","MIB1","PCDH7"
"7114","RPS27A","PCDH7"
"7115","ADAM17","PCDH7"
"7116","RPS27AP11","PCDH7"
"7117","UBA52","PCDH7"
"7118","APH1B","PCDH7"
"7119","DNER","PCDH7"
"7120","ST3GAL6","PCDH7"
"7121","TMED2","PCDH7"
"7122","POFUT1","PCDH7"
"7123","B4GALT1","PCDH7"
"7124","MFNG","PCDH7"
"7125","ATP2A1","PCDH7"
"7126","ATP2A2","PCDH7"
"7127","ATP2A3","PCDH7"
"7128","FURIN","PCDH7"
"7129","POGLUT1","PCDH7"
"7130","RAB6A","PCDH7"
"7131","SEL1L","PCDH7"
"7132","ST3GAL3","PCDH7"
"7133","HDAC6","PCDH7"
"7134","HDAC5","PCDH7"
"7135","CDK8","PCDH7"
"7136","HEYL","PCDH7"
"7137","HDAC2","PCDH7"
"7138","HIF1A","PCDH7"
"7139","HES1","PCDH7"
"7140","HES5","PCDH7"
"7141","HDAC7","PCDH7"
"7142","HDAC8","PCDH7"
"7143","SKP1","PCDH7"
"7144","TBL1X","PCDH7"
"7145","TLE1","PCDH7"
"7146","TLE2","PCDH7"
"7147","TLE3","PCDH7"
"7148","TLE4","PCDH7"
"7149","TBL1XR1","PCDH7"
"7150","HDAC11","PCDH7"
"7151","HDAC10","PCDH7"
"7152","CUL1","PCDH7"
"7153","HDAC3","PCDH7"
"7154","CCNC","PCDH7"
"7155","NCOR1","PCDH7"
"7156","NCOR2","PCDH7"
"7157","HDAC9","PCDH7"
"7158","HDAC4","PCDH7"
"7159","RBX1","PCDH7"
"7160","STAT3","PCDH7"
"7161","NOD2","PCDH7"
"7162","ITGB1BP1","PCDH7"
"7163","TSPAN15","PCDH7"
"7164","TSPAN17","PCDH7"
"7165","GSX2","PCDH7"
"7166","NOV","PCDH7"
"7167","TSPAN14","PCDH7"
"7168","PDCD10","PCDH7"
"7169","KIT","PCDH7"
"7170","TSPAN10","PCDH7"
"7171","TSPAN33","PCDH7"
"7172","WNT1","PCDH7"
"7173","SLC35C2","PCDH7"
"7174","TSPAN5","PCDH7"
"7175","C3orf17","PCDH7"
"7176","ASCL1","PCDH7"
"7177","AAK1","PCDH7"
"7178","NOTCH1","PCDH7"
"7179","EYA1","PCDH7"
"7180","ERH","PCDH7"
"7181","FGF10","PCDH7"
"7182","MESP1","PCDH7"
"7183","HDAC1","PSME4"
"7184","PHB2","PSME4"
"7185","TAGLN","PSME4"
"7186","ITGAV","PSME4"
"7187","SLC3A1","PSME4"
"7188","CANX","PSME4"
"7189","FLOT1","PSME4"
"7190","NQO1","PSME4"
"7191","PCF11","PSME4"
"7192","F2R","PSME4"
"7193","LAMB2","PSME4"
"7194","CD4","PSME4"
"7195","SLC4A3","PSME4"
"7196","S100A13","PSME4"
"7197","CNTN1","PSME4"
"7198","TCAP","PSME4"
"7199","STAT5A","PSME4"
"7200","ARL6IP5","PSME4"
"7201","ANXA6","PSME4"
"7202","ABCC8","PSME4"
"7203","SLC12A3","PSME4"
"7204","COL18A1","PSME4"
"7205","HMGCR","PSME4"
"7206","SFPQ","PSME4"
"7207","SEC62","PSME4"
"7208","BRCA1","PSME4"
"7209","PSMD10","PSME4"
"7210","PTHLH","PSME4"
"7211","RBP1","PSME4"
"7212","P2RY10","PSME4"
"7213","CD69","PSME4"
"7214","TARP","PSME4"
"7215","CD3D","PSME4"
"7216","RAG2","PSME4"
"7217","RRAS2","PSME4"
"7218","ID2","PSME4"
"7219","CD28","PSME4"
"7220","GATA3","PSME4"
"7221","TRAT1","PSME4"
"7222","EGR2","PSME4"
"7223","TNFRSF18","PSME4"
"7224","LCK","PSME4"
"7225","GZMB","PSME4"
"7226","BCL2A1","PSME4"
"7227","CCR7","PSME4"
"7228","CD83","PSME4"
"7229","CCL5","PSME4"
"7230","TRAF1","PSME4"
"7231","IL12B","PSME4"
"7232","CX3CL1","PSME4"
"7233","RELB","PSME4"
"7234","EGR1","PSME4"
"7235","CARD11","PSME4"
"7236","NFKB2","PSME4"
"7237","ICAM1","PSME4"
"7238","IRF7","PSME4"
"7239","JUNB","PSME4"
"7240","IL10RA","PSME4"
"7241","CD86","PSME4"
"7242","BIRC2","PSME4"
"7243","BIRC3","PSME4"
"7244","CD80","PSME4"
"7245","ZAP70","PSME4"
"7246","DDR1","PSME4"
"7247","CD7","PSME4"
"7248","CD3G","PSME4"
"7249","TOX","PSME4"
"7250","GZMA","PSME4"
"7251","DTX1","PSME4"
"7252","LAT","PSME4"
"7253","RAG1","PSME4"
"7254","PTCRA","PSME4"
"7255","CD2","PSME4"
"7256","NFATC1","PSME4"
"7257","NOTCH3","PSME4"
"7258","CD74","PSME4"
"7259","THY1","PSME4"
"7260","CTLA4","PSME4"
"7261","MAMLD1","PSME4"
"7262","CREBBP","PSME4"
"7263","E2F1","PSME4"
"7264","E2F3","PSME4"
"7265","EIF2C3","PSME4"
"7266","EIF2C4","PSME4"
"7267","EP300","PSME4"
"7268","SNW1","PSME4"
"7269","TNRC6B","PSME4"
"7270","KAT2A","PSME4"
"7271","EIF2C1","PSME4"
"7272","EIF2C2","PSME4"
"7273","TNRC6A","PSME4"
"7274","RBPJ","PSME4"
"7275","JUN","PSME4"
"7276","MOV10","PSME4"
"7277","LOC441488","PSME4"
"7278","NOTCH2","PSME4"
"7279","NOTCH4","PSME4"
"7280","MAML3","PSME4"
"7281","TNRC6C","PSME4"
"7282","CCND1","PSME4"
"7283","TFDP1","PSME4"
"7284","LOC728030","PSME4"
"7285","MAML2","PSME4"
"7286","KAT2B","PSME4"
"7287","MAML1","PSME4"
"7288","ADAM10","PSME4"
"7289","DTX2","PSME4"
"7290","MIB2","PSME4"
"7291","JAG1","PSME4"
"7292","DTX4","PSME4"
"7293","NCSTN","PSME4"
"7294","DLL1","PSME4"
"7295","JAG2","PSME4"
"7296","ARRB1","PSME4"
"7297","ARRB2","PSME4"
"7298","APH1A","PSME4"
"7299","PSENEN","PSME4"
"7300","PSEN1","PSME4"
"7301","PSEN2","PSME4"
"7302","MIB1","PSME4"
"7303","RPS27A","PSME4"
"7304","ADAM17","PSME4"
"7305","RPS27AP11","PSME4"
"7306","UBA52","PSME4"
"7307","APH1B","PSME4"
"7308","DNER","PSME4"
"7309","ST3GAL6","PSME4"
"7310","TMED2","PSME4"
"7311","POFUT1","PSME4"
"7312","B4GALT1","PSME4"
"7313","MFNG","PSME4"
"7314","ATP2A1","PSME4"
"7315","ATP2A2","PSME4"
"7316","ATP2A3","PSME4"
"7317","FURIN","PSME4"
"7318","POGLUT1","PSME4"
"7319","RAB6A","PSME4"
"7320","SEL1L","PSME4"
"7321","ST3GAL3","PSME4"
"7322","HDAC6","PSME4"
"7323","HDAC5","PSME4"
"7324","CDK8","PSME4"
"7325","HEYL","PSME4"
"7326","HDAC2","PSME4"
"7327","HIF1A","PSME4"
"7328","HES1","PSME4"
"7329","HES5","PSME4"
"7330","HDAC7","PSME4"
"7331","HDAC8","PSME4"
"7332","SKP1","PSME4"
"7333","TBL1X","PSME4"
"7334","TLE1","PSME4"
"7335","TLE2","PSME4"
"7336","TLE3","PSME4"
"7337","TLE4","PSME4"
"7338","TBL1XR1","PSME4"
"7339","HDAC11","PSME4"
"7340","HDAC10","PSME4"
"7341","CUL1","PSME4"
"7342","HDAC3","PSME4"
"7343","CCNC","PSME4"
"7344","NCOR1","PSME4"
"7345","NCOR2","PSME4"
"7346","HDAC9","PSME4"
"7347","HDAC4","PSME4"
"7348","RBX1","PSME4"
"7349","STAT3","PSME4"
"7350","NOD2","PSME4"
"7351","ITGB1BP1","PSME4"
"7352","TSPAN15","PSME4"
"7353","TSPAN17","PSME4"
"7354","GSX2","PSME4"
"7355","NOV","PSME4"
"7356","TSPAN14","PSME4"
"7357","PDCD10","PSME4"
"7358","KIT","PSME4"
"7359","TSPAN10","PSME4"
"7360","TSPAN33","PSME4"
"7361","WNT1","PSME4"
"7362","SLC35C2","PSME4"
"7363","TSPAN5","PSME4"
"7364","C3orf17","PSME4"
"7365","ASCL1","PSME4"
"7366","AAK1","PSME4"
"7367","NOTCH1","PSME4"
"7368","EYA1","PSME4"
"7369","ERH","PSME4"
"7370","FGF10","PSME4"
"7371","MESP1","PSME4"
"7372","HDAC1","GTF2I"
"7373","PHB2","GTF2I"
"7374","TAGLN","GTF2I"
"7375","ITGAV","GTF2I"
"7376","SLC3A1","GTF2I"
"7377","CANX","GTF2I"
"7378","FLOT1","GTF2I"
"7379","NQO1","GTF2I"
"7380","PCF11","GTF2I"
"7381","F2R","GTF2I"
"7382","LAMB2","GTF2I"
"7383","CD4","GTF2I"
"7384","SLC4A3","GTF2I"
"7385","S100A13","GTF2I"
"7386","CNTN1","GTF2I"
"7387","TCAP","GTF2I"
"7388","STAT5A","GTF2I"
"7389","ARL6IP5","GTF2I"
"7390","ANXA6","GTF2I"
"7391","ABCC8","GTF2I"
"7392","SLC12A3","GTF2I"
"7393","COL18A1","GTF2I"
"7394","HMGCR","GTF2I"
"7395","SFPQ","GTF2I"
"7396","SEC62","GTF2I"
"7397","BRCA1","GTF2I"
"7398","PSMD10","GTF2I"
"7399","PTHLH","GTF2I"
"7400","RBP1","GTF2I"
"7401","P2RY10","GTF2I"
"7402","CD69","GTF2I"
"7403","TARP","GTF2I"
"7404","CD3D","GTF2I"
"7405","RAG2","GTF2I"
"7406","RRAS2","GTF2I"
"7407","ID2","GTF2I"
"7408","CD28","GTF2I"
"7409","GATA3","GTF2I"
"7410","TRAT1","GTF2I"
"7411","EGR2","GTF2I"
"7412","TNFRSF18","GTF2I"
"7413","LCK","GTF2I"
"7414","GZMB","GTF2I"
"7415","BCL2A1","GTF2I"
"7416","CCR7","GTF2I"
"7417","CD83","GTF2I"
"7418","CCL5","GTF2I"
"7419","TRAF1","GTF2I"
"7420","IL12B","GTF2I"
"7421","CX3CL1","GTF2I"
"7422","RELB","GTF2I"
"7423","EGR1","GTF2I"
"7424","CARD11","GTF2I"
"7425","NFKB2","GTF2I"
"7426","ICAM1","GTF2I"
"7427","IRF7","GTF2I"
"7428","JUNB","GTF2I"
"7429","IL10RA","GTF2I"
"7430","CD86","GTF2I"
"7431","BIRC2","GTF2I"
"7432","BIRC3","GTF2I"
"7433","CD80","GTF2I"
"7434","ZAP70","GTF2I"
"7435","DDR1","GTF2I"
"7436","CD7","GTF2I"
"7437","CD3G","GTF2I"
"7438","TOX","GTF2I"
"7439","GZMA","GTF2I"
"7440","DTX1","GTF2I"
"7441","LAT","GTF2I"
"7442","RAG1","GTF2I"
"7443","PTCRA","GTF2I"
"7444","CD2","GTF2I"
"7445","NFATC1","GTF2I"
"7446","NOTCH3","GTF2I"
"7447","CD74","GTF2I"
"7448","THY1","GTF2I"
"7449","CTLA4","GTF2I"
"7450","MAMLD1","GTF2I"
"7451","CREBBP","GTF2I"
"7452","E2F1","GTF2I"
"7453","E2F3","GTF2I"
"7454","EIF2C3","GTF2I"
"7455","EIF2C4","GTF2I"
"7456","EP300","GTF2I"
"7457","SNW1","GTF2I"
"7458","TNRC6B","GTF2I"
"7459","KAT2A","GTF2I"
"7460","EIF2C1","GTF2I"
"7461","EIF2C2","GTF2I"
"7462","TNRC6A","GTF2I"
"7463","RBPJ","GTF2I"
"7464","JUN","GTF2I"
"7465","MOV10","GTF2I"
"7466","LOC441488","GTF2I"
"7467","NOTCH2","GTF2I"
"7468","NOTCH4","GTF2I"
"7469","MAML3","GTF2I"
"7470","TNRC6C","GTF2I"
"7471","CCND1","GTF2I"
"7472","TFDP1","GTF2I"
"7473","LOC728030","GTF2I"
"7474","MAML2","GTF2I"
"7475","KAT2B","GTF2I"
"7476","MAML1","GTF2I"
"7477","ADAM10","GTF2I"
"7478","DTX2","GTF2I"
"7479","MIB2","GTF2I"
"7480","JAG1","GTF2I"
"7481","DTX4","GTF2I"
"7482","NCSTN","GTF2I"
"7483","DLL1","GTF2I"
"7484","JAG2","GTF2I"
"7485","ARRB1","GTF2I"
"7486","ARRB2","GTF2I"
"7487","APH1A","GTF2I"
"7488","PSENEN","GTF2I"
"7489","PSEN1","GTF2I"
"7490","PSEN2","GTF2I"
"7491","MIB1","GTF2I"
"7492","RPS27A","GTF2I"
"7493","ADAM17","GTF2I"
"7494","RPS27AP11","GTF2I"
"7495","UBA52","GTF2I"
"7496","APH1B","GTF2I"
"7497","DNER","GTF2I"
"7498","ST3GAL6","GTF2I"
"7499","TMED2","GTF2I"
"7500","POFUT1","GTF2I"
"7501","B4GALT1","GTF2I"
"7502","MFNG","GTF2I"
"7503","ATP2A1","GTF2I"
"7504","ATP2A2","GTF2I"
"7505","ATP2A3","GTF2I"
"7506","FURIN","GTF2I"
"7507","POGLUT1","GTF2I"
"7508","RAB6A","GTF2I"
"7509","SEL1L","GTF2I"
"7510","ST3GAL3","GTF2I"
"7511","HDAC6","GTF2I"
"7512","HDAC5","GTF2I"
"7513","CDK8","GTF2I"
"7514","HEYL","GTF2I"
"7515","HDAC2","GTF2I"
"7516","HIF1A","GTF2I"
"7517","HES1","GTF2I"
"7518","HES5","GTF2I"
"7519","HDAC7","GTF2I"
"7520","HDAC8","GTF2I"
"7521","SKP1","GTF2I"
"7522","TBL1X","GTF2I"
"7523","TLE1","GTF2I"
"7524","TLE2","GTF2I"
"7525","TLE3","GTF2I"
"7526","TLE4","GTF2I"
"7527","TBL1XR1","GTF2I"
"7528","HDAC11","GTF2I"
"7529","HDAC10","GTF2I"
"7530","CUL1","GTF2I"
"7531","HDAC3","GTF2I"
"7532","CCNC","GTF2I"
"7533","NCOR1","GTF2I"
"7534","NCOR2","GTF2I"
"7535","HDAC9","GTF2I"
"7536","HDAC4","GTF2I"
"7537","RBX1","GTF2I"
"7538","STAT3","GTF2I"
"7539","NOD2","GTF2I"
"7540","ITGB1BP1","GTF2I"
"7541","TSPAN15","GTF2I"
"7542","TSPAN17","GTF2I"
"7543","GSX2","GTF2I"
"7544","NOV","GTF2I"
"7545","TSPAN14","GTF2I"
"7546","PDCD10","GTF2I"
"7547","KIT","GTF2I"
"7548","TSPAN10","GTF2I"
"7549","TSPAN33","GTF2I"
"7550","WNT1","GTF2I"
"7551","SLC35C2","GTF2I"
"7552","TSPAN5","GTF2I"
"7553","C3orf17","GTF2I"
"7554","ASCL1","GTF2I"
"7555","AAK1","GTF2I"
"7556","NOTCH1","GTF2I"
"7557","EYA1","GTF2I"
"7558","ERH","GTF2I"
"7559","FGF10","GTF2I"
"7560","MESP1","GTF2I"
"7561","HDAC1","CRX"
"7562","PHB2","CRX"
"7563","TAGLN","CRX"
"7564","ITGAV","CRX"
"7565","SLC3A1","CRX"
"7566","CANX","CRX"
"7567","FLOT1","CRX"
"7568","NQO1","CRX"
"7569","PCF11","CRX"
"7570","F2R","CRX"
"7571","LAMB2","CRX"
"7572","CD4","CRX"
"7573","SLC4A3","CRX"
"7574","S100A13","CRX"
"7575","CNTN1","CRX"
"7576","TCAP","CRX"
"7577","STAT5A","CRX"
"7578","ARL6IP5","CRX"
"7579","ANXA6","CRX"
"7580","ABCC8","CRX"
"7581","SLC12A3","CRX"
"7582","COL18A1","CRX"
"7583","HMGCR","CRX"
"7584","SFPQ","CRX"
"7585","SEC62","CRX"
"7586","BRCA1","CRX"
"7587","PSMD10","CRX"
"7588","PTHLH","CRX"
"7589","RBP1","CRX"
"7590","P2RY10","CRX"
"7591","CD69","CRX"
"7592","TARP","CRX"
"7593","CD3D","CRX"
"7594","RAG2","CRX"
"7595","RRAS2","CRX"
"7596","ID2","CRX"
"7597","CD28","CRX"
"7598","GATA3","CRX"
"7599","TRAT1","CRX"
"7600","EGR2","CRX"
"7601","TNFRSF18","CRX"
"7602","LCK","CRX"
"7603","GZMB","CRX"
"7604","BCL2A1","CRX"
"7605","CCR7","CRX"
"7606","CD83","CRX"
"7607","CCL5","CRX"
"7608","TRAF1","CRX"
"7609","IL12B","CRX"
"7610","CX3CL1","CRX"
"7611","RELB","CRX"
"7612","EGR1","CRX"
"7613","CARD11","CRX"
"7614","NFKB2","CRX"
"7615","ICAM1","CRX"
"7616","IRF7","CRX"
"7617","JUNB","CRX"
"7618","IL10RA","CRX"
"7619","CD86","CRX"
"7620","BIRC2","CRX"
"7621","BIRC3","CRX"
"7622","CD80","CRX"
"7623","ZAP70","CRX"
"7624","DDR1","CRX"
"7625","CD7","CRX"
"7626","CD3G","CRX"
"7627","TOX","CRX"
"7628","GZMA","CRX"
"7629","DTX1","CRX"
"7630","LAT","CRX"
"7631","RAG1","CRX"
"7632","PTCRA","CRX"
"7633","CD2","CRX"
"7634","NFATC1","CRX"
"7635","NOTCH3","CRX"
"7636","CD74","CRX"
"7637","THY1","CRX"
"7638","CTLA4","CRX"
"7639","MAMLD1","CRX"
"7640","CREBBP","CRX"
"7641","E2F1","CRX"
"7642","E2F3","CRX"
"7643","EIF2C3","CRX"
"7644","EIF2C4","CRX"
"7645","EP300","CRX"
"7646","SNW1","CRX"
"7647","TNRC6B","CRX"
"7648","KAT2A","CRX"
"7649","EIF2C1","CRX"
"7650","EIF2C2","CRX"
"7651","TNRC6A","CRX"
"7652","RBPJ","CRX"
"7653","JUN","CRX"
"7654","MOV10","CRX"
"7655","LOC441488","CRX"
"7656","NOTCH2","CRX"
"7657","NOTCH4","CRX"
"7658","MAML3","CRX"
"7659","TNRC6C","CRX"
"7660","CCND1","CRX"
"7661","TFDP1","CRX"
"7662","LOC728030","CRX"
"7663","MAML2","CRX"
"7664","KAT2B","CRX"
"7665","MAML1","CRX"
"7666","ADAM10","CRX"
"7667","DTX2","CRX"
"7668","MIB2","CRX"
"7669","JAG1","CRX"
"7670","DTX4","CRX"
"7671","NCSTN","CRX"
"7672","DLL1","CRX"
"7673","JAG2","CRX"
"7674","ARRB1","CRX"
"7675","ARRB2","CRX"
"7676","APH1A","CRX"
"7677","PSENEN","CRX"
"7678","PSEN1","CRX"
"7679","PSEN2","CRX"
"7680","MIB1","CRX"
"7681","RPS27A","CRX"
"7682","ADAM17","CRX"
"7683","RPS27AP11","CRX"
"7684","UBA52","CRX"
"7685","APH1B","CRX"
"7686","DNER","CRX"
"7687","ST3GAL6","CRX"
"7688","TMED2","CRX"
"7689","POFUT1","CRX"
"7690","B4GALT1","CRX"
"7691","MFNG","CRX"
"7692","ATP2A1","CRX"
"7693","ATP2A2","CRX"
"7694","ATP2A3","CRX"
"7695","FURIN","CRX"
"7696","POGLUT1","CRX"
"7697","RAB6A","CRX"
"7698","SEL1L","CRX"
"7699","ST3GAL3","CRX"
"7700","HDAC6","CRX"
"7701","HDAC5","CRX"
"7702","CDK8","CRX"
"7703","HEYL","CRX"
"7704","HDAC2","CRX"
"7705","HIF1A","CRX"
"7706","HES1","CRX"
"7707","HES5","CRX"
"7708","HDAC7","CRX"
"7709","HDAC8","CRX"
"7710","SKP1","CRX"
"7711","TBL1X","CRX"
"7712","TLE1","CRX"
"7713","TLE2","CRX"
"7714","TLE3","CRX"
"7715","TLE4","CRX"
"7716","TBL1XR1","CRX"
"7717","HDAC11","CRX"
"7718","HDAC10","CRX"
"7719","CUL1","CRX"
"7720","HDAC3","CRX"
"7721","CCNC","CRX"
"7722","NCOR1","CRX"
"7723","NCOR2","CRX"
"7724","HDAC9","CRX"
"7725","HDAC4","CRX"
"7726","RBX1","CRX"
"7727","STAT3","CRX"
"7728","NOD2","CRX"
"7729","ITGB1BP1","CRX"
"7730","TSPAN15","CRX"
"7731","TSPAN17","CRX"
"7732","GSX2","CRX"
"7733","NOV","CRX"
"7734","TSPAN14","CRX"
"7735","PDCD10","CRX"
"7736","KIT","CRX"
"7737","TSPAN10","CRX"
"7738","TSPAN33","CRX"
"7739","WNT1","CRX"
"7740","SLC35C2","CRX"
"7741","TSPAN5","CRX"
"7742","C3orf17","CRX"
"7743","ASCL1","CRX"
"7744","AAK1","CRX"
"7745","NOTCH1","CRX"
"7746","EYA1","CRX"
"7747","ERH","CRX"
"7748","FGF10","CRX"
"7749","MESP1","CRX"
"7750","HDAC1","COL11A2"
"7751","PHB2","COL11A2"
"7752","TAGLN","COL11A2"
"7753","ITGAV","COL11A2"
"7754","SLC3A1","COL11A2"
"7755","CANX","COL11A2"
"7756","FLOT1","COL11A2"
"7757","NQO1","COL11A2"
"7758","PCF11","COL11A2"
"7759","F2R","COL11A2"
"7760","LAMB2","COL11A2"
"7761","CD4","COL11A2"
"7762","SLC4A3","COL11A2"
"7763","S100A13","COL11A2"
"7764","CNTN1","COL11A2"
"7765","TCAP","COL11A2"
"7766","STAT5A","COL11A2"
"7767","ARL6IP5","COL11A2"
"7768","ANXA6","COL11A2"
"7769","ABCC8","COL11A2"
"7770","SLC12A3","COL11A2"
"7771","COL18A1","COL11A2"
"7772","HMGCR","COL11A2"
"7773","SFPQ","COL11A2"
"7774","SEC62","COL11A2"
"7775","BRCA1","COL11A2"
"7776","PSMD10","COL11A2"
"7777","PTHLH","COL11A2"
"7778","RBP1","COL11A2"
"7779","P2RY10","COL11A2"
"7780","CD69","COL11A2"
"7781","TARP","COL11A2"
"7782","CD3D","COL11A2"
"7783","RAG2","COL11A2"
"7784","RRAS2","COL11A2"
"7785","ID2","COL11A2"
"7786","CD28","COL11A2"
"7787","GATA3","COL11A2"
"7788","TRAT1","COL11A2"
"7789","EGR2","COL11A2"
"7790","TNFRSF18","COL11A2"
"7791","LCK","COL11A2"
"7792","GZMB","COL11A2"
"7793","BCL2A1","COL11A2"
"7794","CCR7","COL11A2"
"7795","CD83","COL11A2"
"7796","CCL5","COL11A2"
"7797","TRAF1","COL11A2"
"7798","IL12B","COL11A2"
"7799","CX3CL1","COL11A2"
"7800","RELB","COL11A2"
"7801","EGR1","COL11A2"
"7802","CARD11","COL11A2"
"7803","NFKB2","COL11A2"
"7804","ICAM1","COL11A2"
"7805","IRF7","COL11A2"
"7806","JUNB","COL11A2"
"7807","IL10RA","COL11A2"
"7808","CD86","COL11A2"
"7809","BIRC2","COL11A2"
"7810","BIRC3","COL11A2"
"7811","CD80","COL11A2"
"7812","ZAP70","COL11A2"
"7813","DDR1","COL11A2"
"7814","CD7","COL11A2"
"7815","CD3G","COL11A2"
"7816","TOX","COL11A2"
"7817","GZMA","COL11A2"
"7818","DTX1","COL11A2"
"7819","LAT","COL11A2"
"7820","RAG1","COL11A2"
"7821","PTCRA","COL11A2"
"7822","CD2","COL11A2"
"7823","NFATC1","COL11A2"
"7824","NOTCH3","COL11A2"
"7825","CD74","COL11A2"
"7826","THY1","COL11A2"
"7827","CTLA4","COL11A2"
"7828","MAMLD1","COL11A2"
"7829","CREBBP","COL11A2"
"7830","E2F1","COL11A2"
"7831","E2F3","COL11A2"
"7832","EIF2C3","COL11A2"
"7833","EIF2C4","COL11A2"
"7834","EP300","COL11A2"
"7835","SNW1","COL11A2"
"7836","TNRC6B","COL11A2"
"7837","KAT2A","COL11A2"
"7838","EIF2C1","COL11A2"
"7839","EIF2C2","COL11A2"
"7840","TNRC6A","COL11A2"
"7841","RBPJ","COL11A2"
"7842","JUN","COL11A2"
"7843","MOV10","COL11A2"
"7844","LOC441488","COL11A2"
"7845","NOTCH2","COL11A2"
"7846","NOTCH4","COL11A2"
"7847","MAML3","COL11A2"
"7848","TNRC6C","COL11A2"
"7849","CCND1","COL11A2"
"7850","TFDP1","COL11A2"
"7851","LOC728030","COL11A2"
"7852","MAML2","COL11A2"
"7853","KAT2B","COL11A2"
"7854","MAML1","COL11A2"
"7855","ADAM10","COL11A2"
"7856","DTX2","COL11A2"
"7857","MIB2","COL11A2"
"7858","JAG1","COL11A2"
"7859","DTX4","COL11A2"
"7860","NCSTN","COL11A2"
"7861","DLL1","COL11A2"
"7862","JAG2","COL11A2"
"7863","ARRB1","COL11A2"
"7864","ARRB2","COL11A2"
"7865","APH1A","COL11A2"
"7866","PSENEN","COL11A2"
"7867","PSEN1","COL11A2"
"7868","PSEN2","COL11A2"
"7869","MIB1","COL11A2"
"7870","RPS27A","COL11A2"
"7871","ADAM17","COL11A2"
"7872","RPS27AP11","COL11A2"
"7873","UBA52","COL11A2"
"7874","APH1B","COL11A2"
"7875","DNER","COL11A2"
"7876","ST3GAL6","COL11A2"
"7877","TMED2","COL11A2"
"7878","POFUT1","COL11A2"
"7879","B4GALT1","COL11A2"
"7880","MFNG","COL11A2"
"7881","ATP2A1","COL11A2"
"7882","ATP2A2","COL11A2"
"7883","ATP2A3","COL11A2"
"7884","FURIN","COL11A2"
"7885","POGLUT1","COL11A2"
"7886","RAB6A","COL11A2"
"7887","SEL1L","COL11A2"
"7888","ST3GAL3","COL11A2"
"7889","HDAC6","COL11A2"
"7890","HDAC5","COL11A2"
"7891","CDK8","COL11A2"
"7892","HEYL","COL11A2"
"7893","HDAC2","COL11A2"
"7894","HIF1A","COL11A2"
"7895","HES1","COL11A2"
"7896","HES5","COL11A2"
"7897","HDAC7","COL11A2"
"7898","HDAC8","COL11A2"
"7899","SKP1","COL11A2"
"7900","TBL1X","COL11A2"
"7901","TLE1","COL11A2"
"7902","TLE2","COL11A2"
"7903","TLE3","COL11A2"
"7904","TLE4","COL11A2"
"7905","TBL1XR1","COL11A2"
"7906","HDAC11","COL11A2"
"7907","HDAC10","COL11A2"
"7908","CUL1","COL11A2"
"7909","HDAC3","COL11A2"
"7910","CCNC","COL11A2"
"7911","NCOR1","COL11A2"
"7912","NCOR2","COL11A2"
"7913","HDAC9","COL11A2"
"7914","HDAC4","COL11A2"
"7915","RBX1","COL11A2"
"7916","STAT3","COL11A2"
"7917","NOD2","COL11A2"
"7918","ITGB1BP1","COL11A2"
"7919","TSPAN15","COL11A2"
"7920","TSPAN17","COL11A2"
"7921","GSX2","COL11A2"
"7922","NOV","COL11A2"
"7923","TSPAN14","COL11A2"
"7924","PDCD10","COL11A2"
"7925","KIT","COL11A2"
"7926","TSPAN10","COL11A2"
