"","ProInfection","AntiInfection"
"3490","CTSS","KLF2"
"3491","NFKB2","KLF2"
"3492","RASL12","KLF2"
"3493","ATF4","KLF2"
"3494","IFIT2","KLF2"
"3495","PDE2A","KLF2"
"3496","ANPEP","KLF2"
"3497","BACE2","KLF2"
"3498","TOP2A","KLF2"
"3499","MYC","KLF2"
"3500","ELF3","KLF2"
"3501","HIST1H2BK","KLF2"
"3502","FUBP3","KLF2"
"3503","SH3BP5","KLF2"
"3504","TSC22D3","KLF2"
"3505","ALDOC","CKS2"
"3506","DFNA5","CKS2"
"3507","NET1","CKS2"
"3508","CBX1","CKS2"
"3509","FABP5","CKS2"
"3510","S100A10","CKS2"
"3511","GNAI1","CKS2"
"3512","SOX4","CKS2"
"3513","APP","CKS2"
"3514","C5orf13","CKS2"
"3515","NME1","CKS2"
"3516","AP2B1","CKS2"
"3517","VAMP8","CKS2"
"3518","MAP4K4","CKS2"
"3519","SAT1","CKS2"
"3520","CTNNA1","CKS2"
"3521","PKM2","CKS2"
"3522","RAB4A","CKS2"
"3523","IDH2","CKS2"
"3524","SQRDL","CKS2"
"3525","DNAJC7","CKS2"
"3526","ECI2","CKS2"
"3527","ACLY","CKS2"
"3528","LGALS1","CKS2"
"3529","HSD17B8","CKS2"
"3530","ADD2","CKS2"
"3531","LGALS3","CKS2"
"3532","ITGAE","CKS2"
"3533","GPR56","CKS2"
"3534","RBPJ","CKS2"
"3535","DDIT4","CKS2"
"3536","ISG20","CKS2"
"3537","RPS25","CKS2"
"3538","CTSS","CKS2"
"3539","NFKB2","CKS2"
"3540","RASL12","CKS2"
"3541","ATF4","CKS2"
"3542","IFIT2","CKS2"
"3543","PDE2A","CKS2"
"3544","ANPEP","CKS2"
"3545","BACE2","CKS2"
"3546","TOP2A","CKS2"
"3547","MYC","CKS2"
"3548","ELF3","CKS2"
"3549","HIST1H2BK","CKS2"
"3550","FUBP3","CKS2"
"3551","SH3BP5","CKS2"
"3552","TSC22D3","CKS2"
"3553","ALDOC","S1PR4"
"3554","DFNA5","S1PR4"
"3555","NET1","S1PR4"
"3556","CBX1","S1PR4"
"3557","FABP5","S1PR4"
"3558","S100A10","S1PR4"
"3559","GNAI1","S1PR4"
"3560","SOX4","S1PR4"
"3561","APP","S1PR4"
"3562","C5orf13","S1PR4"
"3563","NME1","S1PR4"
"3564","AP2B1","S1PR4"
"3565","VAMP8","S1PR4"
"3566","MAP4K4","S1PR4"
"3567","SAT1","S1PR4"
"3568","CTNNA1","S1PR4"
"3569","PKM2","S1PR4"
"3570","RAB4A","S1PR4"
"3571","IDH2","S1PR4"
"3572","SQRDL","S1PR4"
"3573","DNAJC7","S1PR4"
"3574","ECI2","S1PR4"
"3575","ACLY","S1PR4"
"3576","LGALS1","S1PR4"
"3577","HSD17B8","S1PR4"
"3578","ADD2","S1PR4"
"3579","LGALS3","S1PR4"
"3580","ITGAE","S1PR4"
"3581","GPR56","S1PR4"
"3582","RBPJ","S1PR4"
"3583","DDIT4","S1PR4"
"3584","ISG20","S1PR4"
"3585","RPS25","S1PR4"
"3586","CTSS","S1PR4"
"3587","NFKB2","S1PR4"
"3588","RASL12","S1PR4"
"3589","ATF4","S1PR4"
"3590","IFIT2","S1PR4"
"3591","PDE2A","S1PR4"
"3592","ANPEP","S1PR4"
"3593","BACE2","S1PR4"
"3594","TOP2A","S1PR4"
"3595","MYC","S1PR4"
"3596","ELF3","S1PR4"
"3597","HIST1H2BK","S1PR4"
"3598","FUBP3","S1PR4"
"3599","SH3BP5","S1PR4"
"3600","TSC22D3","S1PR4"
"3601","ALDOC","CD7"
"3602","DFNA5","CD7"
"3603","NET1","CD7"
"3604","CBX1","CD7"
"3605","FABP5","CD7"
"3606","S100A10","CD7"
"3607","GNAI1","CD7"
"3608","SOX4","CD7"
"3609","APP","CD7"
"3610","C5orf13","CD7"
"3611","NME1","CD7"
"3612","AP2B1","CD7"
"3613","VAMP8","CD7"
"3614","MAP4K4","CD7"
"3615","SAT1","CD7"
"3616","CTNNA1","CD7"
"3617","PKM2","CD7"
"3618","RAB4A","CD7"
"3619","IDH2","CD7"
"3620","SQRDL","CD7"
"3621","DNAJC7","CD7"
"3622","ECI2","CD7"
"3623","ACLY","CD7"
"3624","LGALS1","CD7"
"3625","HSD17B8","CD7"
"3626","ADD2","CD7"
"3627","LGALS3","CD7"
"3628","ITGAE","CD7"
"3629","GPR56","CD7"
"3630","RBPJ","CD7"
"3631","DDIT4","CD7"
"3632","ISG20","CD7"
"3633","RPS25","CD7"
"3634","CTSS","CD7"
"3635","NFKB2","CD7"
"3636","RASL12","CD7"
"3637","ATF4","CD7"
"3638","IFIT2","CD7"
"3639","PDE2A","CD7"
"3640","ANPEP","CD7"
"3641","BACE2","CD7"
"3642","TOP2A","CD7"
"3643","MYC","CD7"
"3644","ELF3","CD7"
"3645","HIST1H2BK","CD7"
"3646","FUBP3","CD7"
"3647","SH3BP5","CD7"
"3648","TSC22D3","CD7"
"3649","ALDOC","TOB1"
"3650","DFNA5","TOB1"
"3651","NET1","TOB1"
"3652","CBX1","TOB1"
"3653","FABP5","TOB1"
"3654","S100A10","TOB1"
"3655","GNAI1","TOB1"
"3656","SOX4","TOB1"
"3657","APP","TOB1"
"3658","C5orf13","TOB1"
"3659","NME1","TOB1"
"3660","AP2B1","TOB1"
"3661","VAMP8","TOB1"
"3662","MAP4K4","TOB1"
"3663","SAT1","TOB1"
"3664","CTNNA1","TOB1"
"3665","PKM2","TOB1"
"3666","RAB4A","TOB1"
"3667","IDH2","TOB1"
"3668","SQRDL","TOB1"
"3669","DNAJC7","TOB1"
"3670","ECI2","TOB1"
"3671","ACLY","TOB1"
"3672","LGALS1","TOB1"
"3673","HSD17B8","TOB1"
"3674","ADD2","TOB1"
"3675","LGALS3","TOB1"
"3676","ITGAE","TOB1"
"3677","GPR56","TOB1"
"3678","RBPJ","TOB1"
"3679","DDIT4","TOB1"
"3680","ISG20","TOB1"
"3681","RPS25","TOB1"
"3682","CTSS","TOB1"
"3683","NFKB2","TOB1"
"3684","RASL12","TOB1"
"3685","ATF4","TOB1"
"3686","IFIT2","TOB1"
"3687","PDE2A","TOB1"
"3688","ANPEP","TOB1"
"3689","BACE2","TOB1"
"3690","TOP2A","TOB1"
"3691","MYC","TOB1"
"3692","ELF3","TOB1"
"3693","HIST1H2BK","TOB1"
"3694","FUBP3","TOB1"
"3695","SH3BP5","TOB1"
"3696","TSC22D3","TOB1"
"3697","ALDOC","SGK1"
"3698","DFNA5","SGK1"
"3699","NET1","SGK1"
"3700","CBX1","SGK1"
"3701","FABP5","SGK1"
"3702","S100A10","SGK1"
"3703","GNAI1","SGK1"
"3704","SOX4","SGK1"
"3705","APP","SGK1"
"3706","C5orf13","SGK1"
"3707","NME1","SGK1"
"3708","AP2B1","SGK1"
"3709","VAMP8","SGK1"
"3710","MAP4K4","SGK1"
"3711","SAT1","SGK1"
"3712","CTNNA1","SGK1"
"3713","PKM2","SGK1"
"3714","RAB4A","SGK1"
"3715","IDH2","SGK1"
"3716","SQRDL","SGK1"
"3717","DNAJC7","SGK1"
"3718","ECI2","SGK1"
"3719","ACLY","SGK1"
"3720","LGALS1","SGK1"
"3721","HSD17B8","SGK1"
"3722","ADD2","SGK1"
"3723","LGALS3","SGK1"
"3724","ITGAE","SGK1"
"3725","GPR56","SGK1"
"3726","RBPJ","SGK1"
"3727","DDIT4","SGK1"
"3728","ISG20","SGK1"
"3729","RPS25","SGK1"
"3730","CTSS","SGK1"
"3731","NFKB2","SGK1"
"3732","RASL12","SGK1"
"3733","ATF4","SGK1"
"3734","IFIT2","SGK1"
"3735","PDE2A","SGK1"
"3736","ANPEP","SGK1"
"3737","BACE2","SGK1"
"3738","TOP2A","SGK1"
"3739","MYC","SGK1"
"3740","ELF3","SGK1"
"3741","HIST1H2BK","SGK1"
"3742","FUBP3","SGK1"
"3743","SH3BP5","SGK1"
"3744","TSC22D3","SGK1"
"3745","ALDOC","KLF3"
"3746","DFNA5","KLF3"
"3747","NET1","KLF3"
"3748","CBX1","KLF3"
"3749","FABP5","KLF3"
"3750","S100A10","KLF3"
"3751","GNAI1","KLF3"
"3752","SOX4","KLF3"
"3753","APP","KLF3"
"3754","C5orf13","KLF3"
"3755","NME1","KLF3"
"3756","AP2B1","KLF3"
"3757","VAMP8","KLF3"
"3758","MAP4K4","KLF3"
"3759","SAT1","KLF3"
"3760","CTNNA1","KLF3"
"3761","PKM2","KLF3"
"3762","RAB4A","KLF3"
"3763","IDH2","KLF3"
"3764","SQRDL","KLF3"
"3765","DNAJC7","KLF3"
"3766","ECI2","KLF3"
"3767","ACLY","KLF3"
"3768","LGALS1","KLF3"
"3769","HSD17B8","KLF3"
"3770","ADD2","KLF3"
"3771","LGALS3","KLF3"
"3772","ITGAE","KLF3"
"3773","GPR56","KLF3"
"3774","RBPJ","KLF3"
"3775","DDIT4","KLF3"
"3776","ISG20","KLF3"
"3777","RPS25","KLF3"
"3778","CTSS","KLF3"
"3779","NFKB2","KLF3"
"3780","RASL12","KLF3"
"3781","ATF4","KLF3"
"3782","IFIT2","KLF3"
"3783","PDE2A","KLF3"
"3784","ANPEP","KLF3"
"3785","BACE2","KLF3"
"3786","TOP2A","KLF3"
"3787","MYC","KLF3"
"3788","ELF3","KLF3"
"3789","HIST1H2BK","KLF3"
"3790","FUBP3","KLF3"
"3791","SH3BP5","KLF3"
"3792","TSC22D3","KLF3"
"3793","ALDOC","ITGB7"
"3794","DFNA5","ITGB7"
"3795","NET1","ITGB7"
"3796","CBX1","ITGB7"
"3797","FABP5","ITGB7"
"3798","S100A10","ITGB7"
"3799","GNAI1","ITGB7"
"3800","SOX4","ITGB7"
"3801","APP","ITGB7"
"3802","C5orf13","ITGB7"
"3803","NME1","ITGB7"
"3804","AP2B1","ITGB7"
"3805","VAMP8","ITGB7"
"3806","MAP4K4","ITGB7"
"3807","SAT1","ITGB7"
"3808","CTNNA1","ITGB7"
"3809","PKM2","ITGB7"
"3810","RAB4A","ITGB7"
"3811","IDH2","ITGB7"
"3812","SQRDL","ITGB7"
"3813","DNAJC7","ITGB7"
"3814","ECI2","ITGB7"
"3815","ACLY","ITGB7"
"3816","LGALS1","ITGB7"
"3817","HSD17B8","ITGB7"
"3818","ADD2","ITGB7"
"3819","LGALS3","ITGB7"
"3820","ITGAE","ITGB7"
"3821","GPR56","ITGB7"
"3822","RBPJ","ITGB7"
"3823","DDIT4","ITGB7"
"3824","ISG20","ITGB7"
"3825","RPS25","ITGB7"
"3826","CTSS","ITGB7"
"3827","NFKB2","ITGB7"
"3828","RASL12","ITGB7"
"3829","ATF4","ITGB7"
"3830","IFIT2","ITGB7"
"3831","PDE2A","ITGB7"
"3832","ANPEP","ITGB7"
"3833","BACE2","ITGB7"
"3834","TOP2A","ITGB7"
"3835","MYC","ITGB7"
"3836","ELF3","ITGB7"
"3837","HIST1H2BK","ITGB7"
"3838","FUBP3","ITGB7"
"3839","SH3BP5","ITGB7"
"3840","TSC22D3","ITGB7"
"3841","ALDOC","TGIF1"
"3842","DFNA5","TGIF1"
"3843","NET1","TGIF1"
"3844","CBX1","TGIF1"
"3845","FABP5","TGIF1"
"3846","S100A10","TGIF1"
"3847","GNAI1","TGIF1"
"3848","SOX4","TGIF1"
"3849","APP","TGIF1"
"3850","C5orf13","TGIF1"
"3851","NME1","TGIF1"
"3852","AP2B1","TGIF1"
"3853","VAMP8","TGIF1"
"3854","MAP4K4","TGIF1"
"3855","SAT1","TGIF1"
"3856","CTNNA1","TGIF1"
"3857","PKM2","TGIF1"
"3858","RAB4A","TGIF1"
"3859","IDH2","TGIF1"
"3860","SQRDL","TGIF1"
"3861","DNAJC7","TGIF1"
"3862","ECI2","TGIF1"
"3863","ACLY","TGIF1"
"3864","LGALS1","TGIF1"
"3865","HSD17B8","TGIF1"
"3866","ADD2","TGIF1"
"3867","LGALS3","TGIF1"
"3868","ITGAE","TGIF1"
"3869","GPR56","TGIF1"
"3870","RBPJ","TGIF1"
"3871","DDIT4","TGIF1"
"3872","ISG20","TGIF1"
"3873","RPS25","TGIF1"
"3874","CTSS","TGIF1"
"3875","NFKB2","TGIF1"
"3876","RASL12","TGIF1"
"3877","ATF4","TGIF1"
"3878","IFIT2","TGIF1"
"3879","PDE2A","TGIF1"
"3880","ANPEP","TGIF1"
"3881","BACE2","TGIF1"
"3882","TOP2A","TGIF1"
"3883","MYC","TGIF1"
"3884","ELF3","TGIF1"
"3885","HIST1H2BK","TGIF1"
"3886","FUBP3","TGIF1"
"3887","SH3BP5","TGIF1"
"3888","TSC22D3","TGIF1"
"3889","ALDOC","PDLIM1"
"3890","DFNA5","PDLIM1"
"3891","NET1","PDLIM1"
"3892","CBX1","PDLIM1"
"3893","FABP5","PDLIM1"
"3894","S100A10","PDLIM1"
"3895","GNAI1","PDLIM1"
"3896","SOX4","PDLIM1"
"3897","APP","PDLIM1"
"3898","C5orf13","PDLIM1"
"3899","NME1","PDLIM1"
"3900","AP2B1","PDLIM1"
"3901","VAMP8","PDLIM1"
"3902","MAP4K4","PDLIM1"
"3903","SAT1","PDLIM1"
"3904","CTNNA1","PDLIM1"
"3905","PKM2","PDLIM1"
"3906","RAB4A","PDLIM1"
"3907","IDH2","PDLIM1"
"3908","SQRDL","PDLIM1"
"3909","DNAJC7","PDLIM1"
"3910","ECI2","PDLIM1"
"3911","ACLY","PDLIM1"
"3912","LGALS1","PDLIM1"
"3913","HSD17B8","PDLIM1"
"3914","ADD2","PDLIM1"
"3915","LGALS3","PDLIM1"
"3916","ITGAE","PDLIM1"
"3917","GPR56","PDLIM1"
"3918","RBPJ","PDLIM1"
"3919","DDIT4","PDLIM1"
"3920","ISG20","PDLIM1"
"3921","RPS25","PDLIM1"
"3922","CTSS","PDLIM1"
"3923","NFKB2","PDLIM1"
"3924","RASL12","PDLIM1"
"3925","ATF4","PDLIM1"
"3926","IFIT2","PDLIM1"
"3927","PDE2A","PDLIM1"
"3928","ANPEP","PDLIM1"
"3929","BACE2","PDLIM1"
"3930","TOP2A","PDLIM1"
"3931","MYC","PDLIM1"
"3932","ELF3","PDLIM1"
"3933","HIST1H2BK","PDLIM1"
"3934","FUBP3","PDLIM1"
"3935","SH3BP5","PDLIM1"
"3936","TSC22D3","PDLIM1"
"3937","ALDOC","TCF7"
"3938","DFNA5","TCF7"
"3939","NET1","TCF7"
"3940","CBX1","TCF7"
"3941","FABP5","TCF7"
"3942","S100A10","TCF7"
"3943","GNAI1","TCF7"
"3944","SOX4","TCF7"
"3945","APP","TCF7"
"3946","C5orf13","TCF7"
"3947","NME1","TCF7"
"3948","AP2B1","TCF7"
"3949","VAMP8","TCF7"
"3950","MAP4K4","TCF7"
"3951","SAT1","TCF7"
"3952","CTNNA1","TCF7"
"3953","PKM2","TCF7"
"3954","RAB4A","TCF7"
"3955","IDH2","TCF7"
"3956","SQRDL","TCF7"
"3957","DNAJC7","TCF7"
"3958","ECI2","TCF7"
"3959","ACLY","TCF7"
"3960","LGALS1","TCF7"
"3961","HSD17B8","TCF7"
"3962","ADD2","TCF7"
"3963","LGALS3","TCF7"
"3964","ITGAE","TCF7"
"3965","GPR56","TCF7"
"3966","RBPJ","TCF7"
"3967","DDIT4","TCF7"
"3968","ISG20","TCF7"
"3969","RPS25","TCF7"
"3970","CTSS","TCF7"
"3971","NFKB2","TCF7"
"3972","RASL12","TCF7"
"3973","ATF4","TCF7"
"3974","IFIT2","TCF7"
"3975","PDE2A","TCF7"
"3976","ANPEP","TCF7"
"3977","BACE2","TCF7"
"3978","TOP2A","TCF7"
"3979","MYC","TCF7"
"3980","ELF3","TCF7"
"3981","HIST1H2BK","TCF7"
"3982","FUBP3","TCF7"
"3983","SH3BP5","TCF7"
"3984","TSC22D3","TCF7"
"3985","ALDOC","NFKBIB"
"3986","DFNA5","NFKBIB"
"3987","NET1","NFKBIB"
"3988","CBX1","NFKBIB"
"3989","FABP5","NFKBIB"
"3990","S100A10","NFKBIB"
"3991","GNAI1","NFKBIB"
"3992","SOX4","NFKBIB"
"3993","APP","NFKBIB"
"3994","C5orf13","NFKBIB"
"3995","NME1","NFKBIB"
"3996","AP2B1","NFKBIB"
"3997","VAMP8","NFKBIB"
"3998","MAP4K4","NFKBIB"
"3999","SAT1","NFKBIB"
"4000","CTNNA1","NFKBIB"
"4001","PKM2","NFKBIB"
"4002","RAB4A","NFKBIB"
"4003","IDH2","NFKBIB"
"4004","SQRDL","NFKBIB"
"4005","DNAJC7","NFKBIB"
"4006","ECI2","NFKBIB"
"4007","ACLY","NFKBIB"
"4008","LGALS1","NFKBIB"
"4009","HSD17B8","NFKBIB"
"4010","ADD2","NFKBIB"
"4011","LGALS3","NFKBIB"
"4012","ITGAE","NFKBIB"
"4013","GPR56","NFKBIB"
"4014","RBPJ","NFKBIB"
"4015","DDIT4","NFKBIB"
"4016","ISG20","NFKBIB"
"4017","RPS25","NFKBIB"
"4018","CTSS","NFKBIB"
"4019","NFKB2","NFKBIB"
"4020","RASL12","NFKBIB"
"4021","ATF4","NFKBIB"
"4022","IFIT2","NFKBIB"
"4023","PDE2A","NFKBIB"
"4024","ANPEP","NFKBIB"
"4025","BACE2","NFKBIB"
"4026","TOP2A","NFKBIB"
"4027","MYC","NFKBIB"
"4028","ELF3","NFKBIB"
"4029","HIST1H2BK","NFKBIB"
"4030","FUBP3","NFKBIB"
"4031","SH3BP5","NFKBIB"
"4032","TSC22D3","NFKBIB"
"4033","ALDOC","KIF23"
"4034","DFNA5","KIF23"
"4035","NET1","KIF23"
"4036","CBX1","KIF23"
"4037","FABP5","KIF23"
"4038","S100A10","KIF23"
"4039","GNAI1","KIF23"
"4040","SOX4","KIF23"
"4041","APP","KIF23"
"4042","C5orf13","KIF23"
"4043","NME1","KIF23"
"4044","AP2B1","KIF23"
"4045","VAMP8","KIF23"
"4046","MAP4K4","KIF23"
"4047","SAT1","KIF23"
"4048","CTNNA1","KIF23"
"4049","PKM2","KIF23"
"4050","RAB4A","KIF23"
"4051","IDH2","KIF23"
"4052","SQRDL","KIF23"
"4053","DNAJC7","KIF23"
"4054","ECI2","KIF23"
"4055","ACLY","KIF23"
"4056","LGALS1","KIF23"
"4057","HSD17B8","KIF23"
"4058","ADD2","KIF23"
"4059","LGALS3","KIF23"
"4060","ITGAE","KIF23"
"4061","GPR56","KIF23"
"4062","RBPJ","KIF23"
"4063","DDIT4","KIF23"
"4064","ISG20","KIF23"
"4065","RPS25","KIF23"
"4066","CTSS","KIF23"
"4067","NFKB2","KIF23"
"4068","RASL12","KIF23"
"4069","ATF4","KIF23"
"4070","IFIT2","KIF23"
"4071","PDE2A","KIF23"
"4072","ANPEP","KIF23"
"4073","BACE2","KIF23"
"4074","TOP2A","KIF23"
"4075","MYC","KIF23"
"4076","ELF3","KIF23"
"4077","HIST1H2BK","KIF23"
"4078","FUBP3","KIF23"
"4079","SH3BP5","KIF23"
"4080","TSC22D3","KIF23"
"4081","ALDOC","RBM38"
"4082","DFNA5","RBM38"
"4083","NET1","RBM38"
"4084","CBX1","RBM38"
"4085","FABP5","RBM38"
"4086","S100A10","RBM38"
"4087","GNAI1","RBM38"
"4088","SOX4","RBM38"
"4089","APP","RBM38"
"4090","C5orf13","RBM38"
"4091","NME1","RBM38"
"4092","AP2B1","RBM38"
"4093","VAMP8","RBM38"
"4094","MAP4K4","RBM38"
"4095","SAT1","RBM38"
"4096","CTNNA1","RBM38"
"4097","PKM2","RBM38"
"4098","RAB4A","RBM38"
"4099","IDH2","RBM38"
"4100","SQRDL","RBM38"
"4101","DNAJC7","RBM38"
"4102","ECI2","RBM38"
"4103","ACLY","RBM38"
"4104","LGALS1","RBM38"
"4105","HSD17B8","RBM38"
"4106","ADD2","RBM38"
"4107","LGALS3","RBM38"
"4108","ITGAE","RBM38"
"4109","GPR56","RBM38"
"4110","RBPJ","RBM38"
"4111","DDIT4","RBM38"
"4112","ISG20","RBM38"
"4113","RPS25","RBM38"
"4114","CTSS","RBM38"
"4115","NFKB2","RBM38"
"4116","RASL12","RBM38"
"4117","ATF4","RBM38"
"4118","IFIT2","RBM38"
"4119","PDE2A","RBM38"
"4120","ANPEP","RBM38"
"4121","BACE2","RBM38"
"4122","TOP2A","RBM38"
"4123","MYC","RBM38"
"4124","ELF3","RBM38"
"4125","HIST1H2BK","RBM38"
"4126","FUBP3","RBM38"
"4127","SH3BP5","RBM38"
"4128","TSC22D3","RBM38"
"4129","ALDOC","RASA3"
"4130","DFNA5","RASA3"
"4131","NET1","RASA3"
"4132","CBX1","RASA3"
"4133","FABP5","RASA3"
"4134","S100A10","RASA3"
"4135","GNAI1","RASA3"
"4136","SOX4","RASA3"
"4137","APP","RASA3"
"4138","C5orf13","RASA3"
"4139","NME1","RASA3"
"4140","AP2B1","RASA3"
"4141","VAMP8","RASA3"
"4142","MAP4K4","RASA3"
"4143","SAT1","RASA3"
"4144","CTNNA1","RASA3"
"4145","PKM2","RASA3"
"4146","RAB4A","RASA3"
"4147","IDH2","RASA3"
"4148","SQRDL","RASA3"
"4149","DNAJC7","RASA3"
"4150","ECI2","RASA3"
