"","ProDiabetes","AntiDiabetes"
"4666","CHFR","TTC1"
"4667","CDK9","TTC1"
"4668","AAMP","TTC1"
"4669","RPN1","TTC1"
"4670","WDR18","TTC1"
"4671","DDX3X","TTC1"
"4672","BLK","TTC1"
"4673","FZR1","TTC1"
"4674","SAFB","TTC1"
"4675","CXCR4","TTC1"
"4676","NDUFV1","TTC1"
"4677","ODF2","TTC1"
"4678","UQCRC1","TTC1"
"4679","PDIA3","TTC1"
"4680","GPI","TTC1"
"4681","TPD52L2","TTC1"
"4682","THOC6","TTC1"
"4683","HSPA9","TTC1"
"4684","HSPA5","TTC1"
"4685","GPAA1","TTC1"
"4686","SAFB2","TTC1"
"4687","HNRNPA1","TTC1"
"4688","ZFP36L1","TTC1"
"4689","GBAP1","TTC1"
"4690","RBM3","TTC1"
"4691","CCDC22","TTC1"
"4692","PTX3","TTC1"
"4693","RTN3","TTC1"
"4694","KDELR2","TTC1"
"4695","COPG","TTC1"
"4696","HERPUD1","TTC1"
"4697","GLUD1","TTC1"
"4698","DDIT4","TTC1"
"4699","ARF6","TTC1"
"4700","HNRNPU","TTC1"
"4701","TSPAN14","TTC1"
"4702","HMGB2","TTC1"
"4703","SART1","TTC1"
"4704","CDT1","TTC1"
"4705","MAPRE1","TTC1"
"4706","YWHAZ","TTC1"
"4707","PPP4C","TTC1"
"4708","HYOU1","TTC1"
"4709","GLUL","TTC1"
"4710","RAB1B","TTC1"
"4711","ICAM3","TTC1"
"4712","CYBB","TTC1"
"4713","PRPF6","TTC1"
"4714","SRSF9","TTC1"
"4715","EHD4","TTC1"
"4716","PUF60","TTC1"
"4717","DUSP1","TTC1"
"4718","PHF21A","TTC1"
"4719","TSC22D3","TTC1"
"4720","ALDOA","TTC1"
"4721","HBEGF","TTC1"
"4722","PAK2","TTC1"
"4723","MARCKS","TTC1"
"4724","FCAR","TTC1"
"4725","AMDHD2","TTC1"
"4726","MRPL12","TTC1"
"4727","MAFB","TTC1"
"4728","JUNB","TTC1"
"4729","EREG","TTC1"
"4730","LSM12","TTC1"
"4731","POTEKP","TTC1"
"4732","SOCS3","TTC1"
"4733","SOCS1","TTC1"
"4734","ACTR2","TTC1"
"4735","CDC37","TTC1"
"4736","ELMO1","TTC1"
"4737","TESK2","TTC1"
"4738","HNRNPA3","TTC1"
"4739","GSN","TTC1"
"4740","FPR2","TTC1"
"4741","RAB8A","TTC1"
"4742","PPIF","TTC1"
"4743","STX11","TTC1"
"4744","NSD1","TTC1"
"4745","HNRNPK","TTC1"
"4746","CTSD","TTC1"
"4747","PABPC4","TTC1"
"4748","P4HB","TTC1"
"4749","COPS7B","TTC1"
"4750","C19orf60","TTC1"
"4751","PRCC","TTC1"
"4752","RRP12","TTC1"
"4753","PDIA4","LIPE"
"4754","CHFR","LIPE"
"4755","CDK9","LIPE"
"4756","AAMP","LIPE"
"4757","RPN1","LIPE"
"4758","WDR18","LIPE"
"4759","DDX3X","LIPE"
"4760","BLK","LIPE"
"4761","FZR1","LIPE"
"4762","SAFB","LIPE"
"4763","CXCR4","LIPE"
"4764","NDUFV1","LIPE"
"4765","ODF2","LIPE"
"4766","UQCRC1","LIPE"
"4767","PDIA3","LIPE"
"4768","GPI","LIPE"
"4769","TPD52L2","LIPE"
"4770","THOC6","LIPE"
"4771","HSPA9","LIPE"
"4772","HSPA5","LIPE"
"4773","GPAA1","LIPE"
"4774","SAFB2","LIPE"
"4775","HNRNPA1","LIPE"
"4776","ZFP36L1","LIPE"
"4777","GBAP1","LIPE"
"4778","RBM3","LIPE"
"4779","CCDC22","LIPE"
"4780","PTX3","LIPE"
"4781","RTN3","LIPE"
"4782","KDELR2","LIPE"
"4783","COPG","LIPE"
"4784","HERPUD1","LIPE"
"4785","GLUD1","LIPE"
"4786","DDIT4","LIPE"
"4787","ARF6","LIPE"
"4788","HNRNPU","LIPE"
"4789","TSPAN14","LIPE"
"4790","HMGB2","LIPE"
"4791","SART1","LIPE"
"4792","CDT1","LIPE"
"4793","MAPRE1","LIPE"
"4794","YWHAZ","LIPE"
"4795","PPP4C","LIPE"
"4796","HYOU1","LIPE"
"4797","GLUL","LIPE"
"4798","RAB1B","LIPE"
"4799","ICAM3","LIPE"
"4800","CYBB","LIPE"
"4801","PRPF6","LIPE"
"4802","SRSF9","LIPE"
"4803","EHD4","LIPE"
"4804","PUF60","LIPE"
"4805","DUSP1","LIPE"
"4806","PHF21A","LIPE"
"4807","TSC22D3","LIPE"
"4808","ALDOA","LIPE"
"4809","HBEGF","LIPE"
"4810","PAK2","LIPE"
"4811","MARCKS","LIPE"
"4812","FCAR","LIPE"
"4813","AMDHD2","LIPE"
"4814","MRPL12","LIPE"
"4815","MAFB","LIPE"
"4816","JUNB","LIPE"
"4817","EREG","LIPE"
"4818","LSM12","LIPE"
"4819","POTEKP","LIPE"
"4820","SOCS3","LIPE"
"4821","SOCS1","LIPE"
"4822","ACTR2","LIPE"
"4823","CDC37","LIPE"
"4824","ELMO1","LIPE"
"4825","TESK2","LIPE"
"4826","HNRNPA3","LIPE"
"4827","GSN","LIPE"
"4828","FPR2","LIPE"
"4829","RAB8A","LIPE"
"4830","PPIF","LIPE"
"4831","STX11","LIPE"
"4832","NSD1","LIPE"
"4833","HNRNPK","LIPE"
"4834","CTSD","LIPE"
"4835","PABPC4","LIPE"
"4836","P4HB","LIPE"
"4837","COPS7B","LIPE"
"4838","C19orf60","LIPE"
"4839","PRCC","LIPE"
"4840","RRP12","LIPE"
"4841","PDIA4","COX4I1"
"4842","CHFR","COX4I1"
"4843","CDK9","COX4I1"
"4844","AAMP","COX4I1"
"4845","RPN1","COX4I1"
"4846","WDR18","COX4I1"
"4847","DDX3X","COX4I1"
"4848","BLK","COX4I1"
"4849","FZR1","COX4I1"
"4850","SAFB","COX4I1"
"4851","CXCR4","COX4I1"
"4852","NDUFV1","COX4I1"
"4853","ODF2","COX4I1"
"4854","UQCRC1","COX4I1"
"4855","PDIA3","COX4I1"
"4856","GPI","COX4I1"
"4857","TPD52L2","COX4I1"
"4858","THOC6","COX4I1"
"4859","HSPA9","COX4I1"
"4860","HSPA5","COX4I1"
"4861","GPAA1","COX4I1"
"4862","SAFB2","COX4I1"
"4863","HNRNPA1","COX4I1"
"4864","ZFP36L1","COX4I1"
"4865","GBAP1","COX4I1"
"4866","RBM3","COX4I1"
"4867","CCDC22","COX4I1"
"4868","PTX3","COX4I1"
"4869","RTN3","COX4I1"
"4870","KDELR2","COX4I1"
"4871","COPG","COX4I1"
"4872","HERPUD1","COX4I1"
"4873","GLUD1","COX4I1"
"4874","DDIT4","COX4I1"
"4875","ARF6","COX4I1"
"4876","HNRNPU","COX4I1"
"4877","TSPAN14","COX4I1"
"4878","HMGB2","COX4I1"
"4879","SART1","COX4I1"
"4880","CDT1","COX4I1"
"4881","MAPRE1","COX4I1"
"4882","YWHAZ","COX4I1"
"4883","PPP4C","COX4I1"
"4884","HYOU1","COX4I1"
"4885","GLUL","COX4I1"
"4886","RAB1B","COX4I1"
"4887","ICAM3","COX4I1"
"4888","CYBB","COX4I1"
"4889","PRPF6","COX4I1"
"4890","SRSF9","COX4I1"
"4891","EHD4","COX4I1"
"4892","PUF60","COX4I1"
"4893","DUSP1","COX4I1"
"4894","PHF21A","COX4I1"
"4895","TSC22D3","COX4I1"
"4896","ALDOA","COX4I1"
"4897","HBEGF","COX4I1"
"4898","PAK2","COX4I1"
"4899","MARCKS","COX4I1"
"4900","FCAR","COX4I1"
"4901","AMDHD2","COX4I1"
"4902","MRPL12","COX4I1"
"4903","MAFB","COX4I1"
"4904","JUNB","COX4I1"
"4905","EREG","COX4I1"
"4906","LSM12","COX4I1"
"4907","POTEKP","COX4I1"
"4908","SOCS3","COX4I1"
"4909","SOCS1","COX4I1"
"4910","ACTR2","COX4I1"
"4911","CDC37","COX4I1"
"4912","ELMO1","COX4I1"
"4913","TESK2","COX4I1"
"4914","HNRNPA3","COX4I1"
"4915","GSN","COX4I1"
"4916","FPR2","COX4I1"
"4917","RAB8A","COX4I1"
"4918","PPIF","COX4I1"
"4919","STX11","COX4I1"
"4920","NSD1","COX4I1"
"4921","HNRNPK","COX4I1"
"4922","CTSD","COX4I1"
"4923","PABPC4","COX4I1"
"4924","P4HB","COX4I1"
"4925","COPS7B","COX4I1"
"4926","C19orf60","COX4I1"
"4927","PRCC","COX4I1"
"4928","RRP12","COX4I1"
"4929","PDIA4","PFDN5"
"4930","CHFR","PFDN5"
"4931","CDK9","PFDN5"
"4932","AAMP","PFDN5"
"4933","RPN1","PFDN5"
"4934","WDR18","PFDN5"
"4935","DDX3X","PFDN5"
"4936","BLK","PFDN5"
"4937","FZR1","PFDN5"
"4938","SAFB","PFDN5"
"4939","CXCR4","PFDN5"
"4940","NDUFV1","PFDN5"
"4941","ODF2","PFDN5"
"4942","UQCRC1","PFDN5"
"4943","PDIA3","PFDN5"
"4944","GPI","PFDN5"
"4945","TPD52L2","PFDN5"
"4946","THOC6","PFDN5"
"4947","HSPA9","PFDN5"
"4948","HSPA5","PFDN5"
"4949","GPAA1","PFDN5"
"4950","SAFB2","PFDN5"
"4951","HNRNPA1","PFDN5"
"4952","ZFP36L1","PFDN5"
"4953","GBAP1","PFDN5"
"4954","RBM3","PFDN5"
"4955","CCDC22","PFDN5"
"4956","PTX3","PFDN5"
"4957","RTN3","PFDN5"
"4958","KDELR2","PFDN5"
"4959","COPG","PFDN5"
"4960","HERPUD1","PFDN5"
"4961","GLUD1","PFDN5"
"4962","DDIT4","PFDN5"
"4963","ARF6","PFDN5"
"4964","HNRNPU","PFDN5"
"4965","TSPAN14","PFDN5"
"4966","HMGB2","PFDN5"
"4967","SART1","PFDN5"
"4968","CDT1","PFDN5"
"4969","MAPRE1","PFDN5"
"4970","YWHAZ","PFDN5"
"4971","PPP4C","PFDN5"
"4972","HYOU1","PFDN5"
"4973","GLUL","PFDN5"
"4974","RAB1B","PFDN5"
"4975","ICAM3","PFDN5"
"4976","CYBB","PFDN5"
"4977","PRPF6","PFDN5"
"4978","SRSF9","PFDN5"
"4979","EHD4","PFDN5"
"4980","PUF60","PFDN5"
"4981","DUSP1","PFDN5"
"4982","PHF21A","PFDN5"
"4983","TSC22D3","PFDN5"
"4984","ALDOA","PFDN5"
"4985","HBEGF","PFDN5"
"4986","PAK2","PFDN5"
"4987","MARCKS","PFDN5"
"4988","FCAR","PFDN5"
"4989","AMDHD2","PFDN5"
"4990","MRPL12","PFDN5"
"4991","MAFB","PFDN5"
"4992","JUNB","PFDN5"
"4993","EREG","PFDN5"
"4994","LSM12","PFDN5"
"4995","POTEKP","PFDN5"
"4996","SOCS3","PFDN5"
"4997","SOCS1","PFDN5"
"4998","ACTR2","PFDN5"
"4999","CDC37","PFDN5"
"5000","ELMO1","PFDN5"
"5001","TESK2","PFDN5"
"5002","HNRNPA3","PFDN5"
"5003","GSN","PFDN5"
"5004","FPR2","PFDN5"
"5005","RAB8A","PFDN5"
"5006","PPIF","PFDN5"
"5007","STX11","PFDN5"
"5008","NSD1","PFDN5"
"5009","HNRNPK","PFDN5"
"5010","CTSD","PFDN5"
"5011","PABPC4","PFDN5"
"5012","P4HB","PFDN5"
"5013","COPS7B","PFDN5"
"5014","C19orf60","PFDN5"
"5015","PRCC","PFDN5"
"5016","RRP12","PFDN5"
"5017","PDIA4","IFT46"
"5018","CHFR","IFT46"
"5019","CDK9","IFT46"
"5020","AAMP","IFT46"
"5021","RPN1","IFT46"
"5022","WDR18","IFT46"
"5023","DDX3X","IFT46"
"5024","BLK","IFT46"
"5025","FZR1","IFT46"
"5026","SAFB","IFT46"
"5027","CXCR4","IFT46"
"5028","NDUFV1","IFT46"
"5029","ODF2","IFT46"
"5030","UQCRC1","IFT46"
"5031","PDIA3","IFT46"
"5032","GPI","IFT46"
"5033","TPD52L2","IFT46"
"5034","THOC6","IFT46"
"5035","HSPA9","IFT46"
"5036","HSPA5","IFT46"
"5037","GPAA1","IFT46"
"5038","SAFB2","IFT46"
"5039","HNRNPA1","IFT46"
"5040","ZFP36L1","IFT46"
"5041","GBAP1","IFT46"
"5042","RBM3","IFT46"
"5043","CCDC22","IFT46"
"5044","PTX3","IFT46"
"5045","RTN3","IFT46"
"5046","KDELR2","IFT46"
"5047","COPG","IFT46"
"5048","HERPUD1","IFT46"
"5049","GLUD1","IFT46"
"5050","DDIT4","IFT46"
"5051","ARF6","IFT46"
"5052","HNRNPU","IFT46"
"5053","TSPAN14","IFT46"
"5054","HMGB2","IFT46"
"5055","SART1","IFT46"
"5056","CDT1","IFT46"
"5057","MAPRE1","IFT46"
"5058","YWHAZ","IFT46"
"5059","PPP4C","IFT46"
"5060","HYOU1","IFT46"
"5061","GLUL","IFT46"
"5062","RAB1B","IFT46"
"5063","ICAM3","IFT46"
"5064","CYBB","IFT46"
"5065","PRPF6","IFT46"
"5066","SRSF9","IFT46"
"5067","EHD4","IFT46"
"5068","PUF60","IFT46"
"5069","DUSP1","IFT46"
"5070","PHF21A","IFT46"
"5071","TSC22D3","IFT46"
"5072","ALDOA","IFT46"
"5073","HBEGF","IFT46"
"5074","PAK2","IFT46"
"5075","MARCKS","IFT46"
"5076","FCAR","IFT46"
"5077","AMDHD2","IFT46"
"5078","MRPL12","IFT46"
"5079","MAFB","IFT46"
"5080","JUNB","IFT46"
"5081","EREG","IFT46"
"5082","LSM12","IFT46"
"5083","POTEKP","IFT46"
"5084","SOCS3","IFT46"
"5085","SOCS1","IFT46"
"5086","ACTR2","IFT46"
"5087","CDC37","IFT46"
"5088","ELMO1","IFT46"
"5089","TESK2","IFT46"
"5090","HNRNPA3","IFT46"
"5091","GSN","IFT46"
"5092","FPR2","IFT46"
"5093","RAB8A","IFT46"
"5094","PPIF","IFT46"
"5095","STX11","IFT46"
"5096","NSD1","IFT46"
"5097","HNRNPK","IFT46"
"5098","CTSD","IFT46"
"5099","PABPC4","IFT46"
"5100","P4HB","IFT46"
"5101","COPS7B","IFT46"
"5102","C19orf60","IFT46"
"5103","PRCC","IFT46"
"5104","RRP12","IFT46"
"5105","PDIA4","COQ6"
"5106","CHFR","COQ6"
"5107","CDK9","COQ6"
"5108","AAMP","COQ6"
"5109","RPN1","COQ6"
"5110","WDR18","COQ6"
"5111","DDX3X","COQ6"
"5112","BLK","COQ6"
"5113","FZR1","COQ6"
"5114","SAFB","COQ6"
"5115","CXCR4","COQ6"
"5116","NDUFV1","COQ6"
"5117","ODF2","COQ6"
"5118","UQCRC1","COQ6"
"5119","PDIA3","COQ6"
"5120","GPI","COQ6"
"5121","TPD52L2","COQ6"
"5122","THOC6","COQ6"
"5123","HSPA9","COQ6"
"5124","HSPA5","COQ6"
"5125","GPAA1","COQ6"
"5126","SAFB2","COQ6"
"5127","HNRNPA1","COQ6"
"5128","ZFP36L1","COQ6"
"5129","GBAP1","COQ6"
"5130","RBM3","COQ6"
"5131","CCDC22","COQ6"
"5132","PTX3","COQ6"
"5133","RTN3","COQ6"
"5134","KDELR2","COQ6"
"5135","COPG","COQ6"
"5136","HERPUD1","COQ6"
"5137","GLUD1","COQ6"
"5138","DDIT4","COQ6"
"5139","ARF6","COQ6"
"5140","HNRNPU","COQ6"
"5141","TSPAN14","COQ6"
"5142","HMGB2","COQ6"
"5143","SART1","COQ6"
"5144","CDT1","COQ6"
"5145","MAPRE1","COQ6"
"5146","YWHAZ","COQ6"
"5147","PPP4C","COQ6"
"5148","HYOU1","COQ6"
"5149","GLUL","COQ6"
"5150","RAB1B","COQ6"
"5151","ICAM3","COQ6"
"5152","CYBB","COQ6"
"5153","PRPF6","COQ6"
"5154","SRSF9","COQ6"
"5155","EHD4","COQ6"
"5156","PUF60","COQ6"
"5157","DUSP1","COQ6"
"5158","PHF21A","COQ6"
"5159","TSC22D3","COQ6"
"5160","ALDOA","COQ6"
"5161","HBEGF","COQ6"
"5162","PAK2","COQ6"
"5163","MARCKS","COQ6"
"5164","FCAR","COQ6"
"5165","AMDHD2","COQ6"
"5166","MRPL12","COQ6"
"5167","MAFB","COQ6"
"5168","JUNB","COQ6"
"5169","EREG","COQ6"
"5170","LSM12","COQ6"
"5171","POTEKP","COQ6"
"5172","SOCS3","COQ6"
"5173","SOCS1","COQ6"
"5174","ACTR2","COQ6"
"5175","CDC37","COQ6"
"5176","ELMO1","COQ6"
"5177","TESK2","COQ6"
"5178","HNRNPA3","COQ6"
"5179","GSN","COQ6"
"5180","FPR2","COQ6"
"5181","RAB8A","COQ6"
"5182","PPIF","COQ6"
"5183","STX11","COQ6"
"5184","NSD1","COQ6"
"5185","HNRNPK","COQ6"
"5186","CTSD","COQ6"
"5187","PABPC4","COQ6"
"5188","P4HB","COQ6"
"5189","COPS7B","COQ6"
"5190","C19orf60","COQ6"
"5191","PRCC","COQ6"
"5192","RRP12","COQ6"
"5193","PDIA4","CLCA1"
"5194","CHFR","CLCA1"
"5195","CDK9","CLCA1"
"5196","AAMP","CLCA1"
"5197","RPN1","CLCA1"
"5198","WDR18","CLCA1"
"5199","DDX3X","CLCA1"
"5200","BLK","CLCA1"
"5201","FZR1","CLCA1"
"5202","SAFB","CLCA1"
"5203","CXCR4","CLCA1"
"5204","NDUFV1","CLCA1"
"5205","ODF2","CLCA1"
"5206","UQCRC1","CLCA1"
"5207","PDIA3","CLCA1"
"5208","GPI","CLCA1"
"5209","TPD52L2","CLCA1"
"5210","THOC6","CLCA1"
"5211","HSPA9","CLCA1"
"5212","HSPA5","CLCA1"
"5213","GPAA1","CLCA1"
"5214","SAFB2","CLCA1"
"5215","HNRNPA1","CLCA1"
"5216","ZFP36L1","CLCA1"
"5217","GBAP1","CLCA1"
"5218","RBM3","CLCA1"
"5219","CCDC22","CLCA1"
"5220","PTX3","CLCA1"
"5221","RTN3","CLCA1"
"5222","KDELR2","CLCA1"
"5223","COPG","CLCA1"
"5224","HERPUD1","CLCA1"
"5225","GLUD1","CLCA1"
"5226","DDIT4","CLCA1"
"5227","ARF6","CLCA1"
"5228","HNRNPU","CLCA1"
"5229","TSPAN14","CLCA1"
"5230","HMGB2","CLCA1"
"5231","SART1","CLCA1"
"5232","CDT1","CLCA1"
"5233","MAPRE1","CLCA1"
"5234","YWHAZ","CLCA1"
"5235","PPP4C","CLCA1"
"5236","HYOU1","CLCA1"
"5237","GLUL","CLCA1"
"5238","RAB1B","CLCA1"
"5239","ICAM3","CLCA1"
"5240","CYBB","CLCA1"
"5241","PRPF6","CLCA1"
"5242","SRSF9","CLCA1"
"5243","EHD4","CLCA1"
"5244","PUF60","CLCA1"
"5245","DUSP1","CLCA1"
"5246","PHF21A","CLCA1"
"5247","TSC22D3","CLCA1"
"5248","ALDOA","CLCA1"
"5249","HBEGF","CLCA1"
"5250","PAK2","CLCA1"
"5251","MARCKS","CLCA1"
"5252","FCAR","CLCA1"
"5253","AMDHD2","CLCA1"
"5254","MRPL12","CLCA1"
"5255","MAFB","CLCA1"
"5256","JUNB","CLCA1"
"5257","EREG","CLCA1"
"5258","LSM12","CLCA1"
"5259","POTEKP","CLCA1"
"5260","SOCS3","CLCA1"
"5261","SOCS1","CLCA1"
"5262","ACTR2","CLCA1"
"5263","CDC37","CLCA1"
"5264","ELMO1","CLCA1"
"5265","TESK2","CLCA1"
"5266","HNRNPA3","CLCA1"
"5267","GSN","CLCA1"
"5268","FPR2","CLCA1"
"5269","RAB8A","CLCA1"
"5270","PPIF","CLCA1"
"5271","STX11","CLCA1"
"5272","NSD1","CLCA1"
"5273","HNRNPK","CLCA1"
"5274","CTSD","CLCA1"
"5275","PABPC4","CLCA1"
"5276","P4HB","CLCA1"
"5277","COPS7B","CLCA1"
"5278","C19orf60","CLCA1"
"5279","PRCC","CLCA1"
"5280","RRP12","CLCA1"
"5281","PDIA4","ARMCX4"
"5282","CHFR","ARMCX4"
"5283","CDK9","ARMCX4"
"5284","AAMP","ARMCX4"
"5285","RPN1","ARMCX4"
"5286","WDR18","ARMCX4"
"5287","DDX3X","ARMCX4"
"5288","BLK","ARMCX4"
"5289","FZR1","ARMCX4"
"5290","SAFB","ARMCX4"
"5291","CXCR4","ARMCX4"
"5292","NDUFV1","ARMCX4"
"5293","ODF2","ARMCX4"
"5294","UQCRC1","ARMCX4"
"5295","PDIA3","ARMCX4"
"5296","GPI","ARMCX4"
"5297","TPD52L2","ARMCX4"
"5298","THOC6","ARMCX4"
"5299","HSPA9","ARMCX4"
"5300","HSPA5","ARMCX4"
"5301","GPAA1","ARMCX4"
"5302","SAFB2","ARMCX4"
"5303","HNRNPA1","ARMCX4"
"5304","ZFP36L1","ARMCX4"
"5305","GBAP1","ARMCX4"
"5306","RBM3","ARMCX4"
"5307","CCDC22","ARMCX4"
"5308","PTX3","ARMCX4"
"5309","RTN3","ARMCX4"
"5310","KDELR2","ARMCX4"
"5311","COPG","ARMCX4"
"5312","HERPUD1","ARMCX4"
"5313","GLUD1","ARMCX4"
"5314","DDIT4","ARMCX4"
"5315","ARF6","ARMCX4"
"5316","HNRNPU","ARMCX4"
"5317","TSPAN14","ARMCX4"
"5318","HMGB2","ARMCX4"
"5319","SART1","ARMCX4"
"5320","CDT1","ARMCX4"
"5321","MAPRE1","ARMCX4"
"5322","YWHAZ","ARMCX4"
"5323","PPP4C","ARMCX4"
"5324","HYOU1","ARMCX4"
"5325","GLUL","ARMCX4"
"5326","RAB1B","ARMCX4"
"5327","ICAM3","ARMCX4"
"5328","CYBB","ARMCX4"
"5329","PRPF6","ARMCX4"
"5330","SRSF9","ARMCX4"
"5331","EHD4","ARMCX4"
"5332","PUF60","ARMCX4"
"5333","DUSP1","ARMCX4"
"5334","PHF21A","ARMCX4"
"5335","TSC22D3","ARMCX4"
"5336","ALDOA","ARMCX4"
"5337","HBEGF","ARMCX4"
"5338","PAK2","ARMCX4"
"5339","MARCKS","ARMCX4"
"5340","FCAR","ARMCX4"
"5341","AMDHD2","ARMCX4"
"5342","MRPL12","ARMCX4"
"5343","MAFB","ARMCX4"
"5344","JUNB","ARMCX4"
"5345","EREG","ARMCX4"
"5346","LSM12","ARMCX4"
"5347","POTEKP","ARMCX4"
"5348","SOCS3","ARMCX4"
"5349","SOCS1","ARMCX4"
"5350","ACTR2","ARMCX4"
"5351","CDC37","ARMCX4"
"5352","ELMO1","ARMCX4"
"5353","TESK2","ARMCX4"
"5354","HNRNPA3","ARMCX4"
"5355","GSN","ARMCX4"
"5356","FPR2","ARMCX4"
"5357","RAB8A","ARMCX4"
"5358","PPIF","ARMCX4"
"5359","STX11","ARMCX4"
"5360","NSD1","ARMCX4"
"5361","HNRNPK","ARMCX4"
"5362","CTSD","ARMCX4"
"5363","PABPC4","ARMCX4"
"5364","P4HB","ARMCX4"
"5365","COPS7B","ARMCX4"
"5366","C19orf60","ARMCX4"
"5367","PRCC","ARMCX4"
"5368","RRP12","ARMCX4"
"5369","PDIA4","SEMA6C"
"5370","CHFR","SEMA6C"
"5371","CDK9","SEMA6C"
"5372","AAMP","SEMA6C"
"5373","RPN1","SEMA6C"
"5374","WDR18","SEMA6C"
"5375","DDX3X","SEMA6C"
"5376","BLK","SEMA6C"
"5377","FZR1","SEMA6C"
"5378","SAFB","SEMA6C"
"5379","CXCR4","SEMA6C"
"5380","NDUFV1","SEMA6C"
"5381","ODF2","SEMA6C"
"5382","UQCRC1","SEMA6C"
"5383","PDIA3","SEMA6C"
"5384","GPI","SEMA6C"
"5385","TPD52L2","SEMA6C"
"5386","THOC6","SEMA6C"
"5387","HSPA9","SEMA6C"
"5388","HSPA5","SEMA6C"
"5389","GPAA1","SEMA6C"
"5390","SAFB2","SEMA6C"
"5391","HNRNPA1","SEMA6C"
"5392","ZFP36L1","SEMA6C"
"5393","GBAP1","SEMA6C"
"5394","RBM3","SEMA6C"
"5395","CCDC22","SEMA6C"
"5396","PTX3","SEMA6C"
"5397","RTN3","SEMA6C"
"5398","KDELR2","SEMA6C"
"5399","COPG","SEMA6C"
"5400","HERPUD1","SEMA6C"
"5401","GLUD1","SEMA6C"
"5402","DDIT4","SEMA6C"
"5403","ARF6","SEMA6C"
"5404","HNRNPU","SEMA6C"
"5405","TSPAN14","SEMA6C"
"5406","HMGB2","SEMA6C"
"5407","SART1","SEMA6C"
"5408","CDT1","SEMA6C"
"5409","MAPRE1","SEMA6C"
"5410","YWHAZ","SEMA6C"
"5411","PPP4C","SEMA6C"
"5412","HYOU1","SEMA6C"
"5413","GLUL","SEMA6C"
"5414","RAB1B","SEMA6C"
"5415","ICAM3","SEMA6C"
"5416","CYBB","SEMA6C"
"5417","PRPF6","SEMA6C"
"5418","SRSF9","SEMA6C"
"5419","EHD4","SEMA6C"
"5420","PUF60","SEMA6C"
"5421","DUSP1","SEMA6C"
"5422","PHF21A","SEMA6C"
"5423","TSC22D3","SEMA6C"
"5424","ALDOA","SEMA6C"
"5425","HBEGF","SEMA6C"
"5426","PAK2","SEMA6C"
"5427","MARCKS","SEMA6C"
"5428","FCAR","SEMA6C"
"5429","AMDHD2","SEMA6C"
"5430","MRPL12","SEMA6C"
"5431","MAFB","SEMA6C"
"5432","JUNB","SEMA6C"
"5433","EREG","SEMA6C"
"5434","LSM12","SEMA6C"
"5435","POTEKP","SEMA6C"
"5436","SOCS3","SEMA6C"
"5437","SOCS1","SEMA6C"
"5438","ACTR2","SEMA6C"
"5439","CDC37","SEMA6C"
"5440","ELMO1","SEMA6C"
"5441","TESK2","SEMA6C"
"5442","HNRNPA3","SEMA6C"
"5443","GSN","SEMA6C"
"5444","FPR2","SEMA6C"
"5445","RAB8A","SEMA6C"
"5446","PPIF","SEMA6C"
"5447","STX11","SEMA6C"
"5448","NSD1","SEMA6C"
"5449","HNRNPK","SEMA6C"
"5450","CTSD","SEMA6C"
"5451","PABPC4","SEMA6C"
"5452","P4HB","SEMA6C"
"5453","COPS7B","SEMA6C"
"5454","C19orf60","SEMA6C"
"5455","PRCC","SEMA6C"
"5456","RRP12","SEMA6C"
"5457","PDIA4","CCDC51"
"5458","CHFR","CCDC51"
"5459","CDK9","CCDC51"
"5460","AAMP","CCDC51"
"5461","RPN1","CCDC51"
"5462","WDR18","CCDC51"
"5463","DDX3X","CCDC51"
"5464","BLK","CCDC51"
"5465","FZR1","CCDC51"
"5466","SAFB","CCDC51"
"5467","CXCR4","CCDC51"
"5468","NDUFV1","CCDC51"
"5469","ODF2","CCDC51"
"5470","UQCRC1","CCDC51"
"5471","PDIA3","CCDC51"
"5472","GPI","CCDC51"
"5473","TPD52L2","CCDC51"
"5474","THOC6","CCDC51"
"5475","HSPA9","CCDC51"
"5476","HSPA5","CCDC51"
"5477","GPAA1","CCDC51"
"5478","SAFB2","CCDC51"
"5479","HNRNPA1","CCDC51"
"5480","ZFP36L1","CCDC51"
"5481","GBAP1","CCDC51"
"5482","RBM3","CCDC51"
"5483","CCDC22","CCDC51"
"5484","PTX3","CCDC51"
"5485","RTN3","CCDC51"
"5486","KDELR2","CCDC51"
"5487","COPG","CCDC51"
"5488","HERPUD1","CCDC51"
"5489","GLUD1","CCDC51"
"5490","DDIT4","CCDC51"
"5491","ARF6","CCDC51"
"5492","HNRNPU","CCDC51"
"5493","TSPAN14","CCDC51"
"5494","HMGB2","CCDC51"
"5495","SART1","CCDC51"
"5496","CDT1","CCDC51"
"5497","MAPRE1","CCDC51"
"5498","YWHAZ","CCDC51"
"5499","PPP4C","CCDC51"
"5500","HYOU1","CCDC51"
"5501","GLUL","CCDC51"
"5502","RAB1B","CCDC51"
"5503","ICAM3","CCDC51"
"5504","CYBB","CCDC51"
"5505","PRPF6","CCDC51"
"5506","SRSF9","CCDC51"
"5507","EHD4","CCDC51"
"5508","PUF60","CCDC51"
"5509","DUSP1","CCDC51"
"5510","PHF21A","CCDC51"
"5511","TSC22D3","CCDC51"
"5512","ALDOA","CCDC51"
"5513","HBEGF","CCDC51"
