"","ProDiabetes","AntiDiabetes"
"6332","P4HB","SLC35E2B"
"6333","COPS7B","SLC35E2B"
"6334","C19orf60","SLC35E2B"
"6335","PRCC","SLC35E2B"
"6336","RRP12","SLC35E2B"
"6337","PDIA4","RPL12"
"6338","CHFR","RPL12"
"6339","CDK9","RPL12"
"6340","AAMP","RPL12"
"6341","RPN1","RPL12"
"6342","WDR18","RPL12"
"6343","DDX3X","RPL12"
"6344","BLK","RPL12"
"6345","FZR1","RPL12"
"6346","SAFB","RPL12"
"6347","CXCR4","RPL12"
"6348","NDUFV1","RPL12"
"6349","ODF2","RPL12"
"6350","UQCRC1","RPL12"
"6351","PDIA3","RPL12"
"6352","GPI","RPL12"
"6353","TPD52L2","RPL12"
"6354","THOC6","RPL12"
"6355","HSPA9","RPL12"
"6356","HSPA5","RPL12"
"6357","GPAA1","RPL12"
"6358","SAFB2","RPL12"
"6359","HNRNPA1","RPL12"
"6360","ZFP36L1","RPL12"
"6361","GBAP1","RPL12"
"6362","RBM3","RPL12"
"6363","CCDC22","RPL12"
"6364","PTX3","RPL12"
"6365","RTN3","RPL12"
"6366","KDELR2","RPL12"
"6367","COPG","RPL12"
"6368","HERPUD1","RPL12"
"6369","GLUD1","RPL12"
"6370","DDIT4","RPL12"
"6371","ARF6","RPL12"
"6372","HNRNPU","RPL12"
"6373","TSPAN14","RPL12"
"6374","HMGB2","RPL12"
"6375","SART1","RPL12"
"6376","CDT1","RPL12"
"6377","MAPRE1","RPL12"
"6378","YWHAZ","RPL12"
"6379","PPP4C","RPL12"
"6380","HYOU1","RPL12"
"6381","GLUL","RPL12"
"6382","RAB1B","RPL12"
"6383","ICAM3","RPL12"
"6384","CYBB","RPL12"
"6385","PRPF6","RPL12"
"6386","SRSF9","RPL12"
"6387","EHD4","RPL12"
"6388","PUF60","RPL12"
"6389","DUSP1","RPL12"
"6390","PHF21A","RPL12"
"6391","TSC22D3","RPL12"
"6392","ALDOA","RPL12"
"6393","HBEGF","RPL12"
"6394","PAK2","RPL12"
"6395","MARCKS","RPL12"
"6396","FCAR","RPL12"
"6397","AMDHD2","RPL12"
"6398","MRPL12","RPL12"
"6399","MAFB","RPL12"
"6400","JUNB","RPL12"
"6401","EREG","RPL12"
"6402","LSM12","RPL12"
"6403","POTEKP","RPL12"
"6404","SOCS3","RPL12"
"6405","SOCS1","RPL12"
"6406","ACTR2","RPL12"
"6407","CDC37","RPL12"
"6408","ELMO1","RPL12"
"6409","TESK2","RPL12"
"6410","HNRNPA3","RPL12"
"6411","GSN","RPL12"
"6412","FPR2","RPL12"
"6413","RAB8A","RPL12"
"6414","PPIF","RPL12"
"6415","STX11","RPL12"
"6416","NSD1","RPL12"
"6417","HNRNPK","RPL12"
"6418","CTSD","RPL12"
"6419","PABPC4","RPL12"
"6420","P4HB","RPL12"
"6421","COPS7B","RPL12"
"6422","C19orf60","RPL12"
"6423","PRCC","RPL12"
"6424","RRP12","RPL12"
"6425","PDIA4","ESRP2"
"6426","CHFR","ESRP2"
"6427","CDK9","ESRP2"
"6428","AAMP","ESRP2"
"6429","RPN1","ESRP2"
"6430","WDR18","ESRP2"
"6431","DDX3X","ESRP2"
"6432","BLK","ESRP2"
"6433","FZR1","ESRP2"
"6434","SAFB","ESRP2"
"6435","CXCR4","ESRP2"
"6436","NDUFV1","ESRP2"
"6437","ODF2","ESRP2"
"6438","UQCRC1","ESRP2"
"6439","PDIA3","ESRP2"
"6440","GPI","ESRP2"
"6441","TPD52L2","ESRP2"
"6442","THOC6","ESRP2"
"6443","HSPA9","ESRP2"
"6444","HSPA5","ESRP2"
"6445","GPAA1","ESRP2"
"6446","SAFB2","ESRP2"
"6447","HNRNPA1","ESRP2"
"6448","ZFP36L1","ESRP2"
"6449","GBAP1","ESRP2"
"6450","RBM3","ESRP2"
"6451","CCDC22","ESRP2"
"6452","PTX3","ESRP2"
"6453","RTN3","ESRP2"
"6454","KDELR2","ESRP2"
"6455","COPG","ESRP2"
"6456","HERPUD1","ESRP2"
"6457","GLUD1","ESRP2"
"6458","DDIT4","ESRP2"
"6459","ARF6","ESRP2"
"6460","HNRNPU","ESRP2"
"6461","TSPAN14","ESRP2"
"6462","HMGB2","ESRP2"
"6463","SART1","ESRP2"
"6464","CDT1","ESRP2"
"6465","MAPRE1","ESRP2"
"6466","YWHAZ","ESRP2"
"6467","PPP4C","ESRP2"
"6468","HYOU1","ESRP2"
"6469","GLUL","ESRP2"
"6470","RAB1B","ESRP2"
"6471","ICAM3","ESRP2"
"6472","CYBB","ESRP2"
"6473","PRPF6","ESRP2"
"6474","SRSF9","ESRP2"
"6475","EHD4","ESRP2"
"6476","PUF60","ESRP2"
"6477","DUSP1","ESRP2"
"6478","PHF21A","ESRP2"
"6479","TSC22D3","ESRP2"
"6480","ALDOA","ESRP2"
"6481","HBEGF","ESRP2"
"6482","PAK2","ESRP2"
"6483","MARCKS","ESRP2"
"6484","FCAR","ESRP2"
"6485","AMDHD2","ESRP2"
"6486","MRPL12","ESRP2"
"6487","MAFB","ESRP2"
"6488","JUNB","ESRP2"
"6489","EREG","ESRP2"
"6490","LSM12","ESRP2"
"6491","POTEKP","ESRP2"
"6492","SOCS3","ESRP2"
"6493","SOCS1","ESRP2"
"6494","ACTR2","ESRP2"
"6495","CDC37","ESRP2"
"6496","ELMO1","ESRP2"
"6497","TESK2","ESRP2"
"6498","HNRNPA3","ESRP2"
"6499","GSN","ESRP2"
"6500","FPR2","ESRP2"
"6501","RAB8A","ESRP2"
"6502","PPIF","ESRP2"
"6503","STX11","ESRP2"
"6504","NSD1","ESRP2"
"6505","HNRNPK","ESRP2"
"6506","CTSD","ESRP2"
"6507","PABPC4","ESRP2"
"6508","P4HB","ESRP2"
"6509","COPS7B","ESRP2"
"6510","C19orf60","ESRP2"
"6511","PRCC","ESRP2"
"6512","RRP12","ESRP2"
"6513","PDIA4","GSTO1"
"6514","CHFR","GSTO1"
"6515","CDK9","GSTO1"
"6516","AAMP","GSTO1"
"6517","RPN1","GSTO1"
"6518","WDR18","GSTO1"
"6519","DDX3X","GSTO1"
"6520","BLK","GSTO1"
"6521","FZR1","GSTO1"
"6522","SAFB","GSTO1"
"6523","CXCR4","GSTO1"
"6524","NDUFV1","GSTO1"
"6525","ODF2","GSTO1"
"6526","UQCRC1","GSTO1"
"6527","PDIA3","GSTO1"
"6528","GPI","GSTO1"
"6529","TPD52L2","GSTO1"
"6530","THOC6","GSTO1"
"6531","HSPA9","GSTO1"
"6532","HSPA5","GSTO1"
"6533","GPAA1","GSTO1"
"6534","SAFB2","GSTO1"
"6535","HNRNPA1","GSTO1"
"6536","ZFP36L1","GSTO1"
"6537","GBAP1","GSTO1"
"6538","RBM3","GSTO1"
"6539","CCDC22","GSTO1"
"6540","PTX3","GSTO1"
"6541","RTN3","GSTO1"
"6542","KDELR2","GSTO1"
"6543","COPG","GSTO1"
"6544","HERPUD1","GSTO1"
"6545","GLUD1","GSTO1"
"6546","DDIT4","GSTO1"
"6547","ARF6","GSTO1"
"6548","HNRNPU","GSTO1"
"6549","TSPAN14","GSTO1"
"6550","HMGB2","GSTO1"
"6551","SART1","GSTO1"
"6552","CDT1","GSTO1"
"6553","MAPRE1","GSTO1"
"6554","YWHAZ","GSTO1"
"6555","PPP4C","GSTO1"
"6556","HYOU1","GSTO1"
"6557","GLUL","GSTO1"
"6558","RAB1B","GSTO1"
"6559","ICAM3","GSTO1"
"6560","CYBB","GSTO1"
"6561","PRPF6","GSTO1"
"6562","SRSF9","GSTO1"
"6563","EHD4","GSTO1"
"6564","PUF60","GSTO1"
"6565","DUSP1","GSTO1"
"6566","PHF21A","GSTO1"
"6567","TSC22D3","GSTO1"
"6568","ALDOA","GSTO1"
"6569","HBEGF","GSTO1"
"6570","PAK2","GSTO1"
"6571","MARCKS","GSTO1"
"6572","FCAR","GSTO1"
"6573","AMDHD2","GSTO1"
"6574","MRPL12","GSTO1"
"6575","MAFB","GSTO1"
"6576","JUNB","GSTO1"
"6577","EREG","GSTO1"
"6578","LSM12","GSTO1"
"6579","POTEKP","GSTO1"
"6580","SOCS3","GSTO1"
"6581","SOCS1","GSTO1"
"6582","ACTR2","GSTO1"
"6583","CDC37","GSTO1"
"6584","ELMO1","GSTO1"
"6585","TESK2","GSTO1"
"6586","HNRNPA3","GSTO1"
"6587","GSN","GSTO1"
"6588","FPR2","GSTO1"
"6589","RAB8A","GSTO1"
"6590","PPIF","GSTO1"
"6591","STX11","GSTO1"
"6592","NSD1","GSTO1"
"6593","HNRNPK","GSTO1"
"6594","CTSD","GSTO1"
"6595","PABPC4","GSTO1"
"6596","P4HB","GSTO1"
"6597","COPS7B","GSTO1"
"6598","C19orf60","GSTO1"
"6599","PRCC","GSTO1"
"6600","RRP12","GSTO1"
"6601","PDIA4","HIST1H4C"
"6602","CHFR","HIST1H4C"
"6603","CDK9","HIST1H4C"
"6604","AAMP","HIST1H4C"
"6605","RPN1","HIST1H4C"
"6606","WDR18","HIST1H4C"
"6607","DDX3X","HIST1H4C"
"6608","BLK","HIST1H4C"
"6609","FZR1","HIST1H4C"
"6610","SAFB","HIST1H4C"
"6611","CXCR4","HIST1H4C"
"6612","NDUFV1","HIST1H4C"
"6613","ODF2","HIST1H4C"
"6614","UQCRC1","HIST1H4C"
"6615","PDIA3","HIST1H4C"
"6616","GPI","HIST1H4C"
"6617","TPD52L2","HIST1H4C"
"6618","THOC6","HIST1H4C"
"6619","HSPA9","HIST1H4C"
"6620","HSPA5","HIST1H4C"
"6621","GPAA1","HIST1H4C"
"6622","SAFB2","HIST1H4C"
"6623","HNRNPA1","HIST1H4C"
"6624","ZFP36L1","HIST1H4C"
"6625","GBAP1","HIST1H4C"
"6626","RBM3","HIST1H4C"
"6627","CCDC22","HIST1H4C"
"6628","PTX3","HIST1H4C"
"6629","RTN3","HIST1H4C"
"6630","KDELR2","HIST1H4C"
"6631","COPG","HIST1H4C"
"6632","HERPUD1","HIST1H4C"
"6633","GLUD1","HIST1H4C"
"6634","DDIT4","HIST1H4C"
"6635","ARF6","HIST1H4C"
"6636","HNRNPU","HIST1H4C"
"6637","TSPAN14","HIST1H4C"
"6638","HMGB2","HIST1H4C"
"6639","SART1","HIST1H4C"
"6640","CDT1","HIST1H4C"
"6641","MAPRE1","HIST1H4C"
"6642","YWHAZ","HIST1H4C"
"6643","PPP4C","HIST1H4C"
"6644","HYOU1","HIST1H4C"
"6645","GLUL","HIST1H4C"
"6646","RAB1B","HIST1H4C"
"6647","ICAM3","HIST1H4C"
"6648","CYBB","HIST1H4C"
"6649","PRPF6","HIST1H4C"
"6650","SRSF9","HIST1H4C"
"6651","EHD4","HIST1H4C"
"6652","PUF60","HIST1H4C"
"6653","DUSP1","HIST1H4C"
"6654","PHF21A","HIST1H4C"
"6655","TSC22D3","HIST1H4C"
"6656","ALDOA","HIST1H4C"
"6657","HBEGF","HIST1H4C"
"6658","PAK2","HIST1H4C"
"6659","MARCKS","HIST1H4C"
"6660","FCAR","HIST1H4C"
"6661","AMDHD2","HIST1H4C"
"6662","MRPL12","HIST1H4C"
"6663","MAFB","HIST1H4C"
"6664","JUNB","HIST1H4C"
"6665","EREG","HIST1H4C"
"6666","LSM12","HIST1H4C"
"6667","POTEKP","HIST1H4C"
"6668","SOCS3","HIST1H4C"
"6669","SOCS1","HIST1H4C"
"6670","ACTR2","HIST1H4C"
"6671","CDC37","HIST1H4C"
"6672","ELMO1","HIST1H4C"
"6673","TESK2","HIST1H4C"
"6674","HNRNPA3","HIST1H4C"
"6675","GSN","HIST1H4C"
"6676","FPR2","HIST1H4C"
"6677","RAB8A","HIST1H4C"
"6678","PPIF","HIST1H4C"
"6679","STX11","HIST1H4C"
"6680","NSD1","HIST1H4C"
"6681","HNRNPK","HIST1H4C"
"6682","CTSD","HIST1H4C"
"6683","PABPC4","HIST1H4C"
"6684","P4HB","HIST1H4C"
"6685","COPS7B","HIST1H4C"
"6686","C19orf60","HIST1H4C"
"6687","PRCC","HIST1H4C"
"6688","RRP12","HIST1H4C"
"6689","PDIA4","GRIA1"
"6690","CHFR","GRIA1"
"6691","CDK9","GRIA1"
"6692","AAMP","GRIA1"
"6693","RPN1","GRIA1"
"6694","WDR18","GRIA1"
"6695","DDX3X","GRIA1"
"6696","BLK","GRIA1"
"6697","FZR1","GRIA1"
"6698","SAFB","GRIA1"
"6699","CXCR4","GRIA1"
"6700","NDUFV1","GRIA1"
"6701","ODF2","GRIA1"
"6702","UQCRC1","GRIA1"
"6703","PDIA3","GRIA1"
"6704","GPI","GRIA1"
"6705","TPD52L2","GRIA1"
"6706","THOC6","GRIA1"
"6707","HSPA9","GRIA1"
"6708","HSPA5","GRIA1"
"6709","GPAA1","GRIA1"
"6710","SAFB2","GRIA1"
"6711","HNRNPA1","GRIA1"
"6712","ZFP36L1","GRIA1"
"6713","GBAP1","GRIA1"
"6714","RBM3","GRIA1"
"6715","CCDC22","GRIA1"
"6716","PTX3","GRIA1"
"6717","RTN3","GRIA1"
"6718","KDELR2","GRIA1"
"6719","COPG","GRIA1"
"6720","HERPUD1","GRIA1"
"6721","GLUD1","GRIA1"
"6722","DDIT4","GRIA1"
"6723","ARF6","GRIA1"
"6724","HNRNPU","GRIA1"
"6725","TSPAN14","GRIA1"
"6726","HMGB2","GRIA1"
"6727","SART1","GRIA1"
"6728","CDT1","GRIA1"
"6729","MAPRE1","GRIA1"
"6730","YWHAZ","GRIA1"
"6731","PPP4C","GRIA1"
"6732","HYOU1","GRIA1"
"6733","GLUL","GRIA1"
"6734","RAB1B","GRIA1"
"6735","ICAM3","GRIA1"
"6736","CYBB","GRIA1"
"6737","PRPF6","GRIA1"
"6738","SRSF9","GRIA1"
"6739","EHD4","GRIA1"
"6740","PUF60","GRIA1"
"6741","DUSP1","GRIA1"
"6742","PHF21A","GRIA1"
"6743","TSC22D3","GRIA1"
"6744","ALDOA","GRIA1"
"6745","HBEGF","GRIA1"
"6746","PAK2","GRIA1"
"6747","MARCKS","GRIA1"
"6748","FCAR","GRIA1"
"6749","AMDHD2","GRIA1"
"6750","MRPL12","GRIA1"
"6751","MAFB","GRIA1"
"6752","JUNB","GRIA1"
"6753","EREG","GRIA1"
"6754","LSM12","GRIA1"
"6755","POTEKP","GRIA1"
"6756","SOCS3","GRIA1"
"6757","SOCS1","GRIA1"
"6758","ACTR2","GRIA1"
"6759","CDC37","GRIA1"
"6760","ELMO1","GRIA1"
"6761","TESK2","GRIA1"
"6762","HNRNPA3","GRIA1"
"6763","GSN","GRIA1"
"6764","FPR2","GRIA1"
"6765","RAB8A","GRIA1"
"6766","PPIF","GRIA1"
"6767","STX11","GRIA1"
"6768","NSD1","GRIA1"
"6769","HNRNPK","GRIA1"
"6770","CTSD","GRIA1"
"6771","PABPC4","GRIA1"
"6772","P4HB","GRIA1"
"6773","COPS7B","GRIA1"
"6774","C19orf60","GRIA1"
"6775","PRCC","GRIA1"
"6776","RRP12","GRIA1"
