"","proMYC","antiMYC"
"2734","SMTN","SLC11A1"
"2735","ABCC3","SLC11A1"
"2736","PHF1","SLC11A1"
"2737","NDE1","SLC11A1"
"2738","DHRS1","SLC11A1"
"2739","KHNYN","SLC11A1"
"2740","EPS8L1","SLC11A1"
"2741","ANGEL1","SLC11A1"
"2742","GPR110","SLC11A1"
"2743","COL8A2","SLC11A1"
"2744","SORL1","SLC11A1"
"2745","ANAPC1","SLC11A1"
"2746","SESTD1","SLC11A1"
"2747","RPP40","SLC11A1"
"2748","FGFBP1","SLC11A1"
"2749","NUFIP1","SLC11A1"
"2750","ERCC1","SLC11A1"
"2751","ALG3","SLC11A1"
"2752","MTMR11","SLC11A1"
"2753","CCNG2","SLC11A1"
"2754","NLRP1","SLC11A1"
"2755","ABL2","SLC11A1"
"2756","SRM","SLC11A1"
"2757","SCFD2","SLC11A1"
"2758","GNL3","SLC11A1"
"2759","GPATCH4","SLC11A1"
"2760","ALDH1B1","SLC11A1"
"2761","PAICS","SLC11A1"
"2762","NOL6","SLC11A1"
"2763","VMP1","SLC11A1"
"2764","NTF4","SLC11A1"
"2765","NCL","SLC11A1"
"2766","SLC12A8","SLC11A1"
"2767","HS6ST2","SLC11A1"
"2768","GPRC5A","SLC11A1"
"2769","NIT1","SLC11A1"
"2770","FAM193B","SLC11A1"
"2771","DUOX1","SLC11A1"
"2772","BOP1","SLC11A1"
"2773","MST1R","SLC11A1"
"2774","WSB1","SLC11A1"
"2775","GOLGA2","SLC11A1"
"2776","LTBP2","SLC11A1"
"2777","AHNAK","SLC11A1"
"2778","LINC00173","SLC11A1"
"2779","GEMIN5","SLC11A1"
"2780","PC","SLC11A1"
"2781","MICAL1","SLC11A1"
"2782","BEND3","SLC11A1"
"2783","MIR21","SLC11A1"
"2784","DUSP22","SLC11A1"
"2785","CGN","SLC11A1"
"2786","C10orf2","SLC11A1"
"2787","SUPV3L1","SLC11A1"
"2788","DIEXF","SLC11A1"
"2789","FCHSD1","SLC11A1"
"2790","VAMP1","SLC11A1"
"2791","YPEL3","SLC11A1"
"2792","CDCA8","SLC11A1"
"2793","TAF4B","SLC11A1"
"2794","CCDC78","SLC11A1"
"2795","FAM100A","SLC11A1"
"2796","NPM1","SLC11A1"
"2797","TFB2M","SLC11A1"
"2798","DKC1","SLC11A1"
"2799","PDLIM7","SLC11A1"
"2800","DUSP2","SLC11A1"
"2801","ARNTL2","SLC11A1"
"2802","PES1","SLC11A1"
"2803","SSH3","SLC11A1"
"2804","FARSB","SLC11A1"
"2805","C19orf48","SLC11A1"
"2806","C20orf27","SLC11A1"
"2807","WDR12","SLC11A1"
"2808","SERPINB1","SLC11A1"
"2809","MON1A","SLC11A1"
"2810","SMURF1","SLC11A1"
"2811","PCYOX1L","SLC11A1"
"2812","NRP1","SLC11A1"
"2813","SLC6A15","SLC11A1"
"2814","MRTO4","SLC11A1"
"2815","FAM86C1","SLC11A1"
"2816","ATIC","SLC11A1"
"2817","SLITRK6","SLC11A1"
"2818","B7H6","SLC11A1"
"2819","CCDC86","SLC11A1"
"2820","SLC29A2","SLC11A1"
"2821","SNHG1","SLC11A1"
"2822","LAMC2","SLC11A1"
"2823","DDX18","SLC11A1"
"2824","EXOSC5","SLC11A1"
"2825","ECE2","SLC11A1"
"2826","NOP16","SLC11A1"
"2827","WDR74","SLC11A1"
"2828","UTP14A","SLC11A1"
"2829","NOP2","SLC11A1"
"2830","METTL1","SLC11A1"
"2831","RCL1","SLC11A1"
"2832","PDP1","SLC11A1"
"2833","BAX","SLC11A1"
"2834","TK1","SLC11A1"
"2835","TAF9","SLC11A1"
"2836","RUVBL2","SLC11A1"
"2837","HMGA1","SLC11A1"
"2838","KAT5","SLC11A1"
"2839","ENO1","SLC11A1"
"2840","CDC25A","SLC11A1"
"2841","E2F3","SLC11A1"
"2842","PRDX3","SLC11A1"
"2843","ODC1","SLC11A1"
"2844","PTMA","SLC11A1"
"2845","SNAI1","SLC11A1"
"2846","KAT2A","SLC11A1"
"2847","SERPINI1","SLC11A1"
"2848","HSP90AA1","SLC11A1"
"2849","MMP9","SLC11A1"
"2850","LIN28B","SLC11A1"
"2851","NME1","SLC11A1"
"2852","TERT","SLC11A1"
"2853","RPL11","SLC11A1"
"2854","PIM1","SLC11A1"
"2855","TAF10","SLC11A1"
"2856","RUVBL1","SLC11A1"
"2857","BMI1","SLC11A1"
"2858","SLC2A1","SLC11A1"
"2859","TAF12","SLC11A1"
"2860","BIRC5","SLC11A1"
"2861","BCAT1","SLC11A1"
"2862","KIR3DL1","SLC11A1"
"2863","SUPT7L","SLC11A1"
"2864","LDHA","SLC11A1"
"2865","TRRAP","SLC11A1"
"2866","IREB2","SLC11A1"
"2867","TP53","SLC11A1"
"2868","CAD","SLC11A1"
"2869","MTDH","SLC11A1"
"2870","FOSL1","SLC11A1"
"2871","GPAM","SLC11A1"
"2872","GAPDH","SLC11A1"
"2873","HSPA4","SLC11A1"
"2874","SUPT3H","SLC11A1"
"2875","POLR3D","SLC11A1"
"2876","SHMT1","SLC11A1"
"2877","CREBBP","SLC11A1"
"2878","CCND2","SLC11A1"
"2879","PEG10","SLC11A1"
"2880","EIF4G1","SLC11A1"
"2881","NBN","SLC11A1"
"2882","MYCT1","SLC11A1"
"2883","PDCD10","SLC11A1"
"2884","MINA","SLC11A1"
"2885","NDUFAF2","SLC11A1"
"2886","PMAIP1","SLC11A1"
"2887","HUWE1","SLC11A1"
"2888","ACTL6A","SLC11A1"
"2889","RCC1","SLC11A1"
"2890","NME2","SLC11A1"
"2891","CCNB1","SLC11A1"
"2892","CDCA7","SLC11A1"
"2893","UBTF","SLC11A1"
"2894","TFRC","SLC11A1"
"2895","EIF4A1","SLC11A1"
"2896","EIF4E","SLC11A1"
"2897","MTA1","SLC11A1"
"2898","EIF2S1","SLC11A1"
"2899","NDUFAF4","SLC11A1"
"2900","NOC4L","SLC11A1"
"2901","WDR43","SLC11A1"
"2902","TBRG4","SLC11A1"
"2903","NIP7","SLC11A1"
"2904","BYSL","SLC11A1"
"2905","PLK4","SLC11A1"
"2906","PPAN","SLC11A1"
"2907","RRP12","SLC11A1"
"2908","PPRC1","SLC11A1"
"2909","MCM5","SLC11A1"
"2910","CBX3","SLC11A1"
"2911","PLK1","SLC11A1"
"2912","MCM4","SLC11A1"
"2913","PRMT3","SLC11A1"
"2914","LAS1L","SLC11A1"
"2915","PUS1","SLC11A1"
"2916","HSPE1","SLC11A1"
"2917","DCTPP1","SLC11A1"
"2918","GRWD1","SLC11A1"
"2919","UNG","SLC11A1"
"2920","MPHOSPH10","SLC11A1"
"2921","ATP2B4","WNT5A"
"2922","EMP1","WNT5A"
"2923","PTRH2","WNT5A"
"2924","TUBA1A","WNT5A"
"2925","NGFR","WNT5A"
"2926","ADAMTS15","WNT5A"
"2927","DGKA","WNT5A"
"2928","C12orf66","WNT5A"
"2929","LSG1","WNT5A"
"2930","CIRH1A","WNT5A"
"2931","ZBED2","WNT5A"
"2932","UBE2D4","WNT5A"
"2933","RABEPK","WNT5A"
"2934","BCS1L","WNT5A"
"2935","ACSS2","WNT5A"
"2936","CDK4","WNT5A"
"2937","RHBDF1","WNT5A"
"2938","HK2","WNT5A"
"2939","RUNX1","WNT5A"
"2940","PFKM","WNT5A"
"2941","AIMP2","WNT5A"
"2942","LOC646762","WNT5A"
"2943","ERVMER341","WNT5A"
"2944","SFXN4","WNT5A"
"2945","SLC19A1","WNT5A"
"2946","MYBBP1A","WNT5A"
"2947","HIST1H2AC","WNT5A"
"2948","TGM1","WNT5A"
"2949","ADAM8","WNT5A"
"2950","NOLC1","WNT5A"
"2951","FGD6","WNT5A"
"2952","CCDC137","WNT5A"
"2953","FGF11","WNT5A"
"2954","CYTH2","WNT5A"
"2955","HSPD1","WNT5A"
"2956","PNPT1","WNT5A"
"2957","FLJ10661","WNT5A"
"2958","DCAF4","WNT5A"
"2959","DHODH","WNT5A"
"2960","TGM2","WNT5A"
"2961","COL5A1","WNT5A"
"2962","IRF9","WNT5A"
"2963","IPO4","WNT5A"
"2964","TNFAIP2","WNT5A"
"2965","TRMT1","WNT5A"
"2966","MCOLN2","WNT5A"
"2967","TCOF1","WNT5A"
"2968","GPD1L","WNT5A"
"2969","IMP4","WNT5A"
"2970","PCOLCE2","WNT5A"
"2971","FLAD1","WNT5A"
"2972","NOP56","WNT5A"
"2973","NFKB2","WNT5A"
"2974","OSBP2","WNT5A"
"2975","AKAP12","WNT5A"
"2976","C1orf51","WNT5A"
"2977","SPTAN1","WNT5A"
"2978","ALS2CL","WNT5A"
"2979","PMM2","WNT5A"
"2980","RNF213","WNT5A"
"2981","PHB","WNT5A"
"2982","C11orf48","WNT5A"
"2983","HSPA6","WNT5A"
"2984","PA2G4","WNT5A"
"2985","RRP9","WNT5A"
"2986","DDAH2","WNT5A"
"2987","DDX26B","WNT5A"
"2988","NLE1","WNT5A"
"2989","KCNQ5","WNT5A"
"2990","DDX28","WNT5A"
"2991","STMN3","WNT5A"
"2992","DDX10","WNT5A"
"2993","SORD","WNT5A"
"2994","UTP20","WNT5A"
"2995","TINF2","WNT5A"
"2996","TMEM97","WNT5A"
"2997","ZNF667","WNT5A"
"2998","TTLL12","WNT5A"
"2999","DAB2","WNT5A"
"3000","OR2A4","WNT5A"
"3001","PRR5","WNT5A"
"3002","MEG3","WNT5A"
"3003","FAM195A","WNT5A"
"3004","BID","WNT5A"
"3005","XPO5","WNT5A"
"3006","TRIOBP","WNT5A"
"3007","PLAU","WNT5A"
"3008","PLEKHG2","WNT5A"
"3009","KIAA1609","WNT5A"
"3010","FAM86B1","WNT5A"
"3011","MKNK1","WNT5A"
"3012","CDK2","WNT5A"
"3013","PLEC","WNT5A"
"3014","COL1A1","WNT5A"
"3015","MAP3K6","WNT5A"
"3016","UBIAD1","WNT5A"
"3017","ERBB3","WNT5A"
"3018","FARSA","WNT5A"
"3019","DTX2P1UPK3BP1PMS2P11","WNT5A"
"3020","AGPAT5","WNT5A"
"3021","PLD6","WNT5A"
"3022","ARNTL","WNT5A"
"3023","SLC6A8","WNT5A"
"3024","FAM168A","WNT5A"
"3025","LOC730755","WNT5A"
"3026","SMTN","WNT5A"
"3027","ABCC3","WNT5A"
"3028","PHF1","WNT5A"
"3029","NDE1","WNT5A"
"3030","DHRS1","WNT5A"
"3031","KHNYN","WNT5A"
"3032","EPS8L1","WNT5A"
"3033","ANGEL1","WNT5A"
"3034","GPR110","WNT5A"
"3035","COL8A2","WNT5A"
"3036","SORL1","WNT5A"
"3037","ANAPC1","WNT5A"
"3038","SESTD1","WNT5A"
"3039","RPP40","WNT5A"
"3040","FGFBP1","WNT5A"
"3041","NUFIP1","WNT5A"
"3042","ERCC1","WNT5A"
"3043","ALG3","WNT5A"
"3044","MTMR11","WNT5A"
"3045","CCNG2","WNT5A"
"3046","NLRP1","WNT5A"
"3047","ABL2","WNT5A"
"3048","SRM","WNT5A"
"3049","SCFD2","WNT5A"
"3050","GNL3","WNT5A"
"3051","GPATCH4","WNT5A"
"3052","ALDH1B1","WNT5A"
"3053","PAICS","WNT5A"
"3054","NOL6","WNT5A"
"3055","VMP1","WNT5A"
"3056","NTF4","WNT5A"
"3057","NCL","WNT5A"
"3058","SLC12A8","WNT5A"
"3059","HS6ST2","WNT5A"
"3060","GPRC5A","WNT5A"
"3061","NIT1","WNT5A"
"3062","FAM193B","WNT5A"
"3063","DUOX1","WNT5A"
"3064","BOP1","WNT5A"
"3065","MST1R","WNT5A"
"3066","WSB1","WNT5A"
"3067","GOLGA2","WNT5A"
"3068","LTBP2","WNT5A"
"3069","AHNAK","WNT5A"
"3070","LINC00173","WNT5A"
"3071","GEMIN5","WNT5A"
"3072","PC","WNT5A"
"3073","MICAL1","WNT5A"
"3074","BEND3","WNT5A"
"3075","MIR21","WNT5A"
"3076","DUSP22","WNT5A"
"3077","CGN","WNT5A"
"3078","C10orf2","WNT5A"
"3079","SUPV3L1","WNT5A"
"3080","DIEXF","WNT5A"
"3081","FCHSD1","WNT5A"
"3082","VAMP1","WNT5A"
"3083","YPEL3","WNT5A"
"3084","CDCA8","WNT5A"
"3085","TAF4B","WNT5A"
"3086","CCDC78","WNT5A"
"3087","FAM100A","WNT5A"
"3088","NPM1","WNT5A"
"3089","TFB2M","WNT5A"
"3090","DKC1","WNT5A"
"3091","PDLIM7","WNT5A"
"3092","DUSP2","WNT5A"
"3093","ARNTL2","WNT5A"
"3094","PES1","WNT5A"
"3095","SSH3","WNT5A"
"3096","FARSB","WNT5A"
"3097","C19orf48","WNT5A"
"3098","C20orf27","WNT5A"
"3099","WDR12","WNT5A"
"3100","SERPINB1","WNT5A"
"3101","MON1A","WNT5A"
"3102","SMURF1","WNT5A"
"3103","PCYOX1L","WNT5A"
"3104","NRP1","WNT5A"
"3105","SLC6A15","WNT5A"
"3106","MRTO4","WNT5A"
"3107","FAM86C1","WNT5A"
"3108","ATIC","WNT5A"
"3109","SLITRK6","WNT5A"
"3110","B7H6","WNT5A"
"3111","CCDC86","WNT5A"
"3112","SLC29A2","WNT5A"
"3113","SNHG1","WNT5A"
"3114","LAMC2","WNT5A"
"3115","DDX18","WNT5A"
"3116","EXOSC5","WNT5A"
"3117","ECE2","WNT5A"
"3118","NOP16","WNT5A"
"3119","WDR74","WNT5A"
"3120","UTP14A","WNT5A"
"3121","NOP2","WNT5A"
"3122","METTL1","WNT5A"
"3123","RCL1","WNT5A"
"3124","PDP1","WNT5A"
"3125","BAX","WNT5A"
"3126","TK1","WNT5A"
"3127","TAF9","WNT5A"
"3128","RUVBL2","WNT5A"
"3129","HMGA1","WNT5A"
"3130","KAT5","WNT5A"
"3131","ENO1","WNT5A"
"3132","CDC25A","WNT5A"
"3133","E2F3","WNT5A"
"3134","PRDX3","WNT5A"
"3135","ODC1","WNT5A"
"3136","PTMA","WNT5A"
"3137","SNAI1","WNT5A"
"3138","KAT2A","WNT5A"
"3139","SERPINI1","WNT5A"
"3140","HSP90AA1","WNT5A"
"3141","MMP9","WNT5A"
"3142","LIN28B","WNT5A"
"3143","NME1","WNT5A"
"3144","TERT","WNT5A"
"3145","RPL11","WNT5A"
"3146","PIM1","WNT5A"
"3147","TAF10","WNT5A"
"3148","RUVBL1","WNT5A"
"3149","BMI1","WNT5A"
"3150","SLC2A1","WNT5A"
"3151","TAF12","WNT5A"
"3152","BIRC5","WNT5A"
"3153","BCAT1","WNT5A"
"3154","KIR3DL1","WNT5A"
"3155","SUPT7L","WNT5A"
"3156","LDHA","WNT5A"
"3157","TRRAP","WNT5A"
"3158","IREB2","WNT5A"
"3159","TP53","WNT5A"
"3160","CAD","WNT5A"
"3161","MTDH","WNT5A"
"3162","FOSL1","WNT5A"
"3163","GPAM","WNT5A"
"3164","GAPDH","WNT5A"
"3165","HSPA4","WNT5A"
"3166","SUPT3H","WNT5A"
"3167","POLR3D","WNT5A"
"3168","SHMT1","WNT5A"
"3169","CREBBP","WNT5A"
"3170","CCND2","WNT5A"
"3171","PEG10","WNT5A"
"3172","EIF4G1","WNT5A"
"3173","NBN","WNT5A"
"3174","MYCT1","WNT5A"
"3175","PDCD10","WNT5A"
"3176","MINA","WNT5A"
"3177","NDUFAF2","WNT5A"
"3178","PMAIP1","WNT5A"
"3179","HUWE1","WNT5A"
"3180","ACTL6A","WNT5A"
"3181","RCC1","WNT5A"
"3182","NME2","WNT5A"
"3183","CCNB1","WNT5A"
"3184","CDCA7","WNT5A"
"3185","UBTF","WNT5A"
"3186","TFRC","WNT5A"
"3187","EIF4A1","WNT5A"
"3188","EIF4E","WNT5A"
"3189","MTA1","WNT5A"
"3190","EIF2S1","WNT5A"
"3191","NDUFAF4","WNT5A"
"3192","NOC4L","WNT5A"
"3193","WDR43","WNT5A"
"3194","TBRG4","WNT5A"
"3195","NIP7","WNT5A"
"3196","BYSL","WNT5A"
"3197","PLK4","WNT5A"
"3198","PPAN","WNT5A"
"3199","RRP12","WNT5A"
"3200","PPRC1","WNT5A"
"3201","MCM5","WNT5A"
"3202","CBX3","WNT5A"
"3203","PLK1","WNT5A"
"3204","MCM4","WNT5A"
"3205","PRMT3","WNT5A"
"3206","LAS1L","WNT5A"
"3207","PUS1","WNT5A"
"3208","HSPE1","WNT5A"
"3209","DCTPP1","WNT5A"
"3210","GRWD1","WNT5A"
"3211","UNG","WNT5A"
"3212","MPHOSPH10","WNT5A"
"3213","ATP2B4","ERBB2"
"3214","EMP1","ERBB2"
"3215","PTRH2","ERBB2"
"3216","TUBA1A","ERBB2"
"3217","NGFR","ERBB2"
"3218","ADAMTS15","ERBB2"
"3219","DGKA","ERBB2"
"3220","C12orf66","ERBB2"
"3221","LSG1","ERBB2"
"3222","CIRH1A","ERBB2"
"3223","ZBED2","ERBB2"
"3224","UBE2D4","ERBB2"
"3225","RABEPK","ERBB2"
"3226","BCS1L","ERBB2"
"3227","ACSS2","ERBB2"
"3228","CDK4","ERBB2"
"3229","RHBDF1","ERBB2"
"3230","HK2","ERBB2"
"3231","RUNX1","ERBB2"
"3232","PFKM","ERBB2"
"3233","AIMP2","ERBB2"
"3234","LOC646762","ERBB2"
"3235","ERVMER341","ERBB2"
"3236","SFXN4","ERBB2"
"3237","SLC19A1","ERBB2"
"3238","MYBBP1A","ERBB2"
"3239","HIST1H2AC","ERBB2"
"3240","TGM1","ERBB2"
"3241","ADAM8","ERBB2"
"3242","NOLC1","ERBB2"
"3243","FGD6","ERBB2"
"3244","CCDC137","ERBB2"
"3245","FGF11","ERBB2"
"3246","CYTH2","ERBB2"
"3247","HSPD1","ERBB2"
"3248","PNPT1","ERBB2"
"3249","FLJ10661","ERBB2"
"3250","DCAF4","ERBB2"
"3251","DHODH","ERBB2"
"3252","TGM2","ERBB2"
"3253","COL5A1","ERBB2"
"3254","IRF9","ERBB2"
"3255","IPO4","ERBB2"
"3256","TNFAIP2","ERBB2"
"3257","TRMT1","ERBB2"
"3258","MCOLN2","ERBB2"
"3259","TCOF1","ERBB2"
"3260","GPD1L","ERBB2"
"3261","IMP4","ERBB2"
"3262","PCOLCE2","ERBB2"
"3263","FLAD1","ERBB2"
"3264","NOP56","ERBB2"
"3265","NFKB2","ERBB2"
"3266","OSBP2","ERBB2"
"3267","AKAP12","ERBB2"
"3268","C1orf51","ERBB2"
"3269","SPTAN1","ERBB2"
"3270","ALS2CL","ERBB2"
"3271","PMM2","ERBB2"
"3272","RNF213","ERBB2"
"3273","PHB","ERBB2"
"3274","C11orf48","ERBB2"
"3275","HSPA6","ERBB2"
"3276","PA2G4","ERBB2"
"3277","RRP9","ERBB2"
"3278","DDAH2","ERBB2"
"3279","DDX26B","ERBB2"
"3280","NLE1","ERBB2"
"3281","KCNQ5","ERBB2"
"3282","DDX28","ERBB2"
"3283","STMN3","ERBB2"
"3284","DDX10","ERBB2"
"3285","SORD","ERBB2"
"3286","UTP20","ERBB2"
"3287","TINF2","ERBB2"
"3288","TMEM97","ERBB2"
"3289","ZNF667","ERBB2"
"3290","TTLL12","ERBB2"
"3291","DAB2","ERBB2"
"3292","OR2A4","ERBB2"
"3293","PRR5","ERBB2"
"3294","MEG3","ERBB2"
"3295","FAM195A","ERBB2"
"3296","BID","ERBB2"
"3297","XPO5","ERBB2"
"3298","TRIOBP","ERBB2"
"3299","PLAU","ERBB2"
"3300","PLEKHG2","ERBB2"
"3301","KIAA1609","ERBB2"
"3302","FAM86B1","ERBB2"
"3303","MKNK1","ERBB2"
"3304","CDK2","ERBB2"
"3305","PLEC","ERBB2"
"3306","COL1A1","ERBB2"
"3307","MAP3K6","ERBB2"
"3308","UBIAD1","ERBB2"
"3309","ERBB3","ERBB2"
"3310","FARSA","ERBB2"
"3311","DTX2P1UPK3BP1PMS2P11","ERBB2"
"3312","AGPAT5","ERBB2"
"3313","PLD6","ERBB2"
"3314","ARNTL","ERBB2"
"3315","SLC6A8","ERBB2"
"3316","FAM168A","ERBB2"
"3317","LOC730755","ERBB2"
"3318","SMTN","ERBB2"
"3319","ABCC3","ERBB2"
"3320","PHF1","ERBB2"
"3321","NDE1","ERBB2"
"3322","DHRS1","ERBB2"
"3323","KHNYN","ERBB2"
"3324","EPS8L1","ERBB2"
"3325","ANGEL1","ERBB2"
"3326","GPR110","ERBB2"
"3327","COL8A2","ERBB2"
"3328","SORL1","ERBB2"
"3329","ANAPC1","ERBB2"
"3330","SESTD1","ERBB2"
"3331","RPP40","ERBB2"
"3332","FGFBP1","ERBB2"
"3333","NUFIP1","ERBB2"
"3334","ERCC1","ERBB2"
"3335","ALG3","ERBB2"
"3336","MTMR11","ERBB2"
"3337","CCNG2","ERBB2"
"3338","NLRP1","ERBB2"
"3339","ABL2","ERBB2"
"3340","SRM","ERBB2"
"3341","SCFD2","ERBB2"
"3342","GNL3","ERBB2"
"3343","GPATCH4","ERBB2"
"3344","ALDH1B1","ERBB2"
"3345","PAICS","ERBB2"
"3346","NOL6","ERBB2"
"3347","VMP1","ERBB2"
"3348","NTF4","ERBB2"
"3349","NCL","ERBB2"
"3350","SLC12A8","ERBB2"
"3351","HS6ST2","ERBB2"
"3352","GPRC5A","ERBB2"
"3353","NIT1","ERBB2"
"3354","FAM193B","ERBB2"
"3355","DUOX1","ERBB2"
"3356","BOP1","ERBB2"
"3357","MST1R","ERBB2"
"3358","WSB1","ERBB2"
"3359","GOLGA2","ERBB2"
"3360","LTBP2","ERBB2"
"3361","AHNAK","ERBB2"
"3362","LINC00173","ERBB2"
"3363","GEMIN5","ERBB2"
"3364","PC","ERBB2"
"3365","MICAL1","ERBB2"
"3366","BEND3","ERBB2"
"3367","MIR21","ERBB2"
"3368","DUSP22","ERBB2"
"3369","CGN","ERBB2"
"3370","C10orf2","ERBB2"
"3371","SUPV3L1","ERBB2"
"3372","DIEXF","ERBB2"
"3373","FCHSD1","ERBB2"
"3374","VAMP1","ERBB2"
"3375","YPEL3","ERBB2"
"3376","CDCA8","ERBB2"
"3377","TAF4B","ERBB2"
"3378","CCDC78","ERBB2"
"3379","FAM100A","ERBB2"
"3380","NPM1","ERBB2"
"3381","TFB2M","ERBB2"
"3382","DKC1","ERBB2"
"3383","PDLIM7","ERBB2"
"3384","DUSP2","ERBB2"
"3385","ARNTL2","ERBB2"
"3386","PES1","ERBB2"
"3387","SSH3","ERBB2"
"3388","FARSB","ERBB2"
"3389","C19orf48","ERBB2"
"3390","C20orf27","ERBB2"
"3391","WDR12","ERBB2"
"3392","SERPINB1","ERBB2"
"3393","MON1A","ERBB2"
"3394","SMURF1","ERBB2"
"3395","PCYOX1L","ERBB2"
"3396","NRP1","ERBB2"
"3397","SLC6A15","ERBB2"
"3398","MRTO4","ERBB2"
"3399","FAM86C1","ERBB2"
"3400","ATIC","ERBB2"
"3401","SLITRK6","ERBB2"
"3402","B7H6","ERBB2"
"3403","CCDC86","ERBB2"
"3404","SLC29A2","ERBB2"
"3405","SNHG1","ERBB2"
"3406","LAMC2","ERBB2"
"3407","DDX18","ERBB2"
"3408","EXOSC5","ERBB2"
"3409","ECE2","ERBB2"
"3410","NOP16","ERBB2"
"3411","WDR74","ERBB2"
"3412","UTP14A","ERBB2"
"3413","NOP2","ERBB2"
"3414","METTL1","ERBB2"
"3415","RCL1","ERBB2"
"3416","PDP1","ERBB2"
"3417","BAX","ERBB2"
"3418","TK1","ERBB2"
"3419","TAF9","ERBB2"
"3420","RUVBL2","ERBB2"
"3421","HMGA1","ERBB2"
"3422","KAT5","ERBB2"
"3423","ENO1","ERBB2"
"3424","CDC25A","ERBB2"
"3425","E2F3","ERBB2"
"3426","PRDX3","ERBB2"
"3427","ODC1","ERBB2"
"3428","PTMA","ERBB2"
"3429","SNAI1","ERBB2"
"3430","KAT2A","ERBB2"
"3431","SERPINI1","ERBB2"
"3432","HSP90AA1","ERBB2"
"3433","MMP9","ERBB2"
"3434","LIN28B","ERBB2"
"3435","NME1","ERBB2"
"3436","TERT","ERBB2"
"3437","RPL11","ERBB2"
"3438","PIM1","ERBB2"
"3439","TAF10","ERBB2"
"3440","RUVBL1","ERBB2"
"3441","BMI1","ERBB2"
"3442","SLC2A1","ERBB2"
"3443","TAF12","ERBB2"
"3444","BIRC5","ERBB2"
"3445","BCAT1","ERBB2"
"3446","KIR3DL1","ERBB2"
"3447","SUPT7L","ERBB2"
"3448","LDHA","ERBB2"
"3449","TRRAP","ERBB2"
"3450","IREB2","ERBB2"
"3451","TP53","ERBB2"
"3452","CAD","ERBB2"
"3453","MTDH","ERBB2"
"3454","FOSL1","ERBB2"
"3455","GPAM","ERBB2"
"3456","GAPDH","ERBB2"
"3457","HSPA4","ERBB2"
"3458","SUPT3H","ERBB2"
"3459","POLR3D","ERBB2"
"3460","SHMT1","ERBB2"
"3461","CREBBP","ERBB2"
"3462","CCND2","ERBB2"
"3463","PEG10","ERBB2"
"3464","EIF4G1","ERBB2"
"3465","NBN","ERBB2"
"3466","MYCT1","ERBB2"
"3467","PDCD10","ERBB2"
"3468","MINA","ERBB2"
"3469","NDUFAF2","ERBB2"
"3470","PMAIP1","ERBB2"
"3471","HUWE1","ERBB2"
"3472","ACTL6A","ERBB2"
"3473","RCC1","ERBB2"
"3474","NME2","ERBB2"
"3475","CCNB1","ERBB2"
"3476","CDCA7","ERBB2"
"3477","UBTF","ERBB2"
"3478","TFRC","ERBB2"
"3479","EIF4A1","ERBB2"
"3480","EIF4E","ERBB2"
"3481","MTA1","ERBB2"
"3482","EIF2S1","ERBB2"
"3483","NDUFAF4","ERBB2"
"3484","NOC4L","ERBB2"
"3485","WDR43","ERBB2"
"3486","TBRG4","ERBB2"
"3487","NIP7","ERBB2"
"3488","BYSL","ERBB2"
"3489","PLK4","ERBB2"
"3490","PPAN","ERBB2"
"3491","RRP12","ERBB2"
"3492","PPRC1","ERBB2"
"3493","MCM5","ERBB2"
"3494","CBX3","ERBB2"
"3495","PLK1","ERBB2"
"3496","MCM4","ERBB2"
"3497","PRMT3","ERBB2"
"3498","LAS1L","ERBB2"
"3499","PUS1","ERBB2"
"3500","HSPE1","ERBB2"
"3501","DCTPP1","ERBB2"
"3502","GRWD1","ERBB2"
"3503","UNG","ERBB2"
"3504","MPHOSPH10","ERBB2"
"3505","ATP2B4","CEBPA"
"3506","EMP1","CEBPA"
"3507","PTRH2","CEBPA"
"3508","TUBA1A","CEBPA"
"3509","NGFR","CEBPA"
"3510","ADAMTS15","CEBPA"
"3511","DGKA","CEBPA"
"3512","C12orf66","CEBPA"
"3513","LSG1","CEBPA"
"3514","CIRH1A","CEBPA"
"3515","ZBED2","CEBPA"
"3516","UBE2D4","CEBPA"
"3517","RABEPK","CEBPA"
"3518","BCS1L","CEBPA"
"3519","ACSS2","CEBPA"
"3520","CDK4","CEBPA"
"3521","RHBDF1","CEBPA"
"3522","HK2","CEBPA"
"3523","RUNX1","CEBPA"
"3524","PFKM","CEBPA"
"3525","AIMP2","CEBPA"
"3526","LOC646762","CEBPA"
"3527","ERVMER341","CEBPA"
"3528","SFXN4","CEBPA"
"3529","SLC19A1","CEBPA"
"3530","MYBBP1A","CEBPA"
"3531","HIST1H2AC","CEBPA"
"3532","TGM1","CEBPA"
"3533","ADAM8","CEBPA"
"3534","NOLC1","CEBPA"
"3535","FGD6","CEBPA"
"3536","CCDC137","CEBPA"
"3537","FGF11","CEBPA"
"3538","CYTH2","CEBPA"
"3539","HSPD1","CEBPA"
"3540","PNPT1","CEBPA"
"3541","FLJ10661","CEBPA"
"3542","DCAF4","CEBPA"
"3543","DHODH","CEBPA"
"3544","TGM2","CEBPA"
"3545","COL5A1","CEBPA"
"3546","IRF9","CEBPA"
"3547","IPO4","CEBPA"
"3548","TNFAIP2","CEBPA"
"3549","TRMT1","CEBPA"
"3550","MCOLN2","CEBPA"
"3551","TCOF1","CEBPA"
"3552","GPD1L","CEBPA"
"3553","IMP4","CEBPA"
