"","proMYC","antiMYC"
"10734","LIN28B","CDKN1A"
"10735","NME1","CDKN1A"
"10736","TERT","CDKN1A"
"10737","RPL11","CDKN1A"
"10738","PIM1","CDKN1A"
"10739","TAF10","CDKN1A"
"10740","RUVBL1","CDKN1A"
"10741","BMI1","CDKN1A"
"10742","SLC2A1","CDKN1A"
"10743","TAF12","CDKN1A"
"10744","BIRC5","CDKN1A"
"10745","BCAT1","CDKN1A"
"10746","KIR3DL1","CDKN1A"
"10747","SUPT7L","CDKN1A"
"10748","LDHA","CDKN1A"
"10749","TRRAP","CDKN1A"
"10750","IREB2","CDKN1A"
"10751","TP53","CDKN1A"
"10752","CAD","CDKN1A"
"10753","MTDH","CDKN1A"
"10754","FOSL1","CDKN1A"
"10755","GPAM","CDKN1A"
"10756","GAPDH","CDKN1A"
"10757","HSPA4","CDKN1A"
"10758","SUPT3H","CDKN1A"
"10759","POLR3D","CDKN1A"
"10760","SHMT1","CDKN1A"
"10761","CREBBP","CDKN1A"
"10762","CCND2","CDKN1A"
"10763","PEG10","CDKN1A"
"10764","EIF4G1","CDKN1A"
"10765","NBN","CDKN1A"
"10766","MYCT1","CDKN1A"
"10767","PDCD10","CDKN1A"
"10768","MINA","CDKN1A"
"10769","NDUFAF2","CDKN1A"
"10770","PMAIP1","CDKN1A"
"10771","HUWE1","CDKN1A"
"10772","ACTL6A","CDKN1A"
"10773","RCC1","CDKN1A"
"10774","NME2","CDKN1A"
"10775","CCNB1","CDKN1A"
"10776","CDCA7","CDKN1A"
"10777","UBTF","CDKN1A"
"10778","TFRC","CDKN1A"
"10779","EIF4A1","CDKN1A"
"10780","EIF4E","CDKN1A"
"10781","MTA1","CDKN1A"
"10782","EIF2S1","CDKN1A"
"10783","NDUFAF4","CDKN1A"
"10784","NOC4L","CDKN1A"
"10785","WDR43","CDKN1A"
"10786","TBRG4","CDKN1A"
"10787","NIP7","CDKN1A"
"10788","BYSL","CDKN1A"
"10789","PLK4","CDKN1A"
"10790","PPAN","CDKN1A"
"10791","RRP12","CDKN1A"
"10792","PPRC1","CDKN1A"
"10793","MCM5","CDKN1A"
"10794","CBX3","CDKN1A"
"10795","PLK1","CDKN1A"
"10796","MCM4","CDKN1A"
"10797","PRMT3","CDKN1A"
"10798","LAS1L","CDKN1A"
"10799","PUS1","CDKN1A"
"10800","HSPE1","CDKN1A"
"10801","DCTPP1","CDKN1A"
"10802","GRWD1","CDKN1A"
"10803","UNG","CDKN1A"
"10804","MPHOSPH10","CDKN1A"
"10805","ATP2B4","ITGB1"
"10806","EMP1","ITGB1"
"10807","PTRH2","ITGB1"
"10808","TUBA1A","ITGB1"
"10809","NGFR","ITGB1"
"10810","ADAMTS15","ITGB1"
"10811","DGKA","ITGB1"
"10812","C12orf66","ITGB1"
"10813","LSG1","ITGB1"
"10814","CIRH1A","ITGB1"
"10815","ZBED2","ITGB1"
"10816","UBE2D4","ITGB1"
"10817","RABEPK","ITGB1"
"10818","BCS1L","ITGB1"
"10819","ACSS2","ITGB1"
"10820","CDK4","ITGB1"
"10821","RHBDF1","ITGB1"
"10822","HK2","ITGB1"
"10823","RUNX1","ITGB1"
"10824","PFKM","ITGB1"
"10825","AIMP2","ITGB1"
"10826","LOC646762","ITGB1"
"10827","ERVMER341","ITGB1"
"10828","SFXN4","ITGB1"
"10829","SLC19A1","ITGB1"
"10830","MYBBP1A","ITGB1"
"10831","HIST1H2AC","ITGB1"
"10832","TGM1","ITGB1"
"10833","ADAM8","ITGB1"
"10834","NOLC1","ITGB1"
"10835","FGD6","ITGB1"
"10836","CCDC137","ITGB1"
"10837","FGF11","ITGB1"
"10838","CYTH2","ITGB1"
"10839","HSPD1","ITGB1"
"10840","PNPT1","ITGB1"
"10841","FLJ10661","ITGB1"
"10842","DCAF4","ITGB1"
"10843","DHODH","ITGB1"
"10844","TGM2","ITGB1"
"10845","COL5A1","ITGB1"
"10846","IRF9","ITGB1"
"10847","IPO4","ITGB1"
"10848","TNFAIP2","ITGB1"
"10849","TRMT1","ITGB1"
"10850","MCOLN2","ITGB1"
"10851","TCOF1","ITGB1"
"10852","GPD1L","ITGB1"
"10853","IMP4","ITGB1"
"10854","PCOLCE2","ITGB1"
"10855","FLAD1","ITGB1"
"10856","NOP56","ITGB1"
"10857","NFKB2","ITGB1"
"10858","OSBP2","ITGB1"
"10859","AKAP12","ITGB1"
"10860","C1orf51","ITGB1"
"10861","SPTAN1","ITGB1"
"10862","ALS2CL","ITGB1"
"10863","PMM2","ITGB1"
"10864","RNF213","ITGB1"
"10865","PHB","ITGB1"
"10866","C11orf48","ITGB1"
"10867","HSPA6","ITGB1"
"10868","PA2G4","ITGB1"
"10869","RRP9","ITGB1"
"10870","DDAH2","ITGB1"
"10871","DDX26B","ITGB1"
"10872","NLE1","ITGB1"
"10873","KCNQ5","ITGB1"
"10874","DDX28","ITGB1"
"10875","STMN3","ITGB1"
"10876","DDX10","ITGB1"
"10877","SORD","ITGB1"
"10878","UTP20","ITGB1"
"10879","TINF2","ITGB1"
"10880","TMEM97","ITGB1"
"10881","ZNF667","ITGB1"
"10882","TTLL12","ITGB1"
"10883","DAB2","ITGB1"
"10884","OR2A4","ITGB1"
"10885","PRR5","ITGB1"
"10886","MEG3","ITGB1"
"10887","FAM195A","ITGB1"
"10888","BID","ITGB1"
"10889","XPO5","ITGB1"
"10890","TRIOBP","ITGB1"
"10891","PLAU","ITGB1"
"10892","PLEKHG2","ITGB1"
"10893","KIAA1609","ITGB1"
"10894","FAM86B1","ITGB1"
"10895","MKNK1","ITGB1"
"10896","CDK2","ITGB1"
"10897","PLEC","ITGB1"
"10898","COL1A1","ITGB1"
"10899","MAP3K6","ITGB1"
"10900","UBIAD1","ITGB1"
"10901","ERBB3","ITGB1"
"10902","FARSA","ITGB1"
"10903","DTX2P1UPK3BP1PMS2P11","ITGB1"
"10904","AGPAT5","ITGB1"
"10905","PLD6","ITGB1"
"10906","ARNTL","ITGB1"
"10907","SLC6A8","ITGB1"
"10908","FAM168A","ITGB1"
"10909","LOC730755","ITGB1"
"10910","SMTN","ITGB1"
"10911","ABCC3","ITGB1"
"10912","PHF1","ITGB1"
"10913","NDE1","ITGB1"
"10914","DHRS1","ITGB1"
"10915","KHNYN","ITGB1"
"10916","EPS8L1","ITGB1"
"10917","ANGEL1","ITGB1"
"10918","GPR110","ITGB1"
"10919","COL8A2","ITGB1"
"10920","SORL1","ITGB1"
"10921","ANAPC1","ITGB1"
"10922","SESTD1","ITGB1"
"10923","RPP40","ITGB1"
"10924","FGFBP1","ITGB1"
"10925","NUFIP1","ITGB1"
"10926","ERCC1","ITGB1"
"10927","ALG3","ITGB1"
"10928","MTMR11","ITGB1"
"10929","CCNG2","ITGB1"
"10930","NLRP1","ITGB1"
"10931","ABL2","ITGB1"
"10932","SRM","ITGB1"
"10933","SCFD2","ITGB1"
"10934","GNL3","ITGB1"
"10935","GPATCH4","ITGB1"
"10936","ALDH1B1","ITGB1"
"10937","PAICS","ITGB1"
"10938","NOL6","ITGB1"
"10939","VMP1","ITGB1"
"10940","NTF4","ITGB1"
"10941","NCL","ITGB1"
"10942","SLC12A8","ITGB1"
"10943","HS6ST2","ITGB1"
"10944","GPRC5A","ITGB1"
"10945","NIT1","ITGB1"
"10946","FAM193B","ITGB1"
"10947","DUOX1","ITGB1"
"10948","BOP1","ITGB1"
"10949","MST1R","ITGB1"
"10950","WSB1","ITGB1"
"10951","GOLGA2","ITGB1"
"10952","LTBP2","ITGB1"
"10953","AHNAK","ITGB1"
"10954","LINC00173","ITGB1"
"10955","GEMIN5","ITGB1"
"10956","PC","ITGB1"
"10957","MICAL1","ITGB1"
"10958","BEND3","ITGB1"
"10959","MIR21","ITGB1"
"10960","DUSP22","ITGB1"
"10961","CGN","ITGB1"
"10962","C10orf2","ITGB1"
"10963","SUPV3L1","ITGB1"
"10964","DIEXF","ITGB1"
"10965","FCHSD1","ITGB1"
"10966","VAMP1","ITGB1"
"10967","YPEL3","ITGB1"
"10968","CDCA8","ITGB1"
"10969","TAF4B","ITGB1"
"10970","CCDC78","ITGB1"
"10971","FAM100A","ITGB1"
"10972","NPM1","ITGB1"
"10973","TFB2M","ITGB1"
"10974","DKC1","ITGB1"
"10975","PDLIM7","ITGB1"
"10976","DUSP2","ITGB1"
"10977","ARNTL2","ITGB1"
"10978","PES1","ITGB1"
"10979","SSH3","ITGB1"
"10980","FARSB","ITGB1"
"10981","C19orf48","ITGB1"
"10982","C20orf27","ITGB1"
"10983","WDR12","ITGB1"
"10984","SERPINB1","ITGB1"
"10985","MON1A","ITGB1"
"10986","SMURF1","ITGB1"
"10987","PCYOX1L","ITGB1"
"10988","NRP1","ITGB1"
"10989","SLC6A15","ITGB1"
"10990","MRTO4","ITGB1"
"10991","FAM86C1","ITGB1"
"10992","ATIC","ITGB1"
"10993","SLITRK6","ITGB1"
"10994","B7H6","ITGB1"
"10995","CCDC86","ITGB1"
"10996","SLC29A2","ITGB1"
"10997","SNHG1","ITGB1"
"10998","LAMC2","ITGB1"
"10999","DDX18","ITGB1"
"11000","EXOSC5","ITGB1"
"11001","ECE2","ITGB1"
"11002","NOP16","ITGB1"
"11003","WDR74","ITGB1"
"11004","UTP14A","ITGB1"
"11005","NOP2","ITGB1"
"11006","METTL1","ITGB1"
"11007","RCL1","ITGB1"
"11008","PDP1","ITGB1"
"11009","BAX","ITGB1"
"11010","TK1","ITGB1"
"11011","TAF9","ITGB1"
"11012","RUVBL2","ITGB1"
"11013","HMGA1","ITGB1"
"11014","KAT5","ITGB1"
"11015","ENO1","ITGB1"
"11016","CDC25A","ITGB1"
"11017","E2F3","ITGB1"
"11018","PRDX3","ITGB1"
"11019","ODC1","ITGB1"
"11020","PTMA","ITGB1"
"11021","SNAI1","ITGB1"
"11022","KAT2A","ITGB1"
"11023","SERPINI1","ITGB1"
"11024","HSP90AA1","ITGB1"
"11025","MMP9","ITGB1"
"11026","LIN28B","ITGB1"
"11027","NME1","ITGB1"
"11028","TERT","ITGB1"
"11029","RPL11","ITGB1"
"11030","PIM1","ITGB1"
"11031","TAF10","ITGB1"
"11032","RUVBL1","ITGB1"
"11033","BMI1","ITGB1"
"11034","SLC2A1","ITGB1"
"11035","TAF12","ITGB1"
"11036","BIRC5","ITGB1"
"11037","BCAT1","ITGB1"
"11038","KIR3DL1","ITGB1"
"11039","SUPT7L","ITGB1"
"11040","LDHA","ITGB1"
"11041","TRRAP","ITGB1"
"11042","IREB2","ITGB1"
"11043","TP53","ITGB1"
"11044","CAD","ITGB1"
"11045","MTDH","ITGB1"
"11046","FOSL1","ITGB1"
"11047","GPAM","ITGB1"
"11048","GAPDH","ITGB1"
"11049","HSPA4","ITGB1"
"11050","SUPT3H","ITGB1"
"11051","POLR3D","ITGB1"
"11052","SHMT1","ITGB1"
"11053","CREBBP","ITGB1"
"11054","CCND2","ITGB1"
"11055","PEG10","ITGB1"
"11056","EIF4G1","ITGB1"
"11057","NBN","ITGB1"
"11058","MYCT1","ITGB1"
"11059","PDCD10","ITGB1"
"11060","MINA","ITGB1"
"11061","NDUFAF2","ITGB1"
"11062","PMAIP1","ITGB1"
"11063","HUWE1","ITGB1"
"11064","ACTL6A","ITGB1"
"11065","RCC1","ITGB1"
"11066","NME2","ITGB1"
"11067","CCNB1","ITGB1"
"11068","CDCA7","ITGB1"
"11069","UBTF","ITGB1"
"11070","TFRC","ITGB1"
"11071","EIF4A1","ITGB1"
"11072","EIF4E","ITGB1"
"11073","MTA1","ITGB1"
"11074","EIF2S1","ITGB1"
"11075","NDUFAF4","ITGB1"
"11076","NOC4L","ITGB1"
"11077","WDR43","ITGB1"
"11078","TBRG4","ITGB1"
"11079","NIP7","ITGB1"
"11080","BYSL","ITGB1"
"11081","PLK4","ITGB1"
"11082","PPAN","ITGB1"
"11083","RRP12","ITGB1"
"11084","PPRC1","ITGB1"
"11085","MCM5","ITGB1"
"11086","CBX3","ITGB1"
"11087","PLK1","ITGB1"
"11088","MCM4","ITGB1"
"11089","PRMT3","ITGB1"
"11090","LAS1L","ITGB1"
"11091","PUS1","ITGB1"
"11092","HSPE1","ITGB1"
"11093","DCTPP1","ITGB1"
"11094","GRWD1","ITGB1"
"11095","UNG","ITGB1"
"11096","MPHOSPH10","ITGB1"
"11097","ATP2B4","GFI1"
"11098","EMP1","GFI1"
"11099","PTRH2","GFI1"
"11100","TUBA1A","GFI1"
"11101","NGFR","GFI1"
"11102","ADAMTS15","GFI1"
"11103","DGKA","GFI1"
"11104","C12orf66","GFI1"
"11105","LSG1","GFI1"
"11106","CIRH1A","GFI1"
"11107","ZBED2","GFI1"
"11108","UBE2D4","GFI1"
"11109","RABEPK","GFI1"
"11110","BCS1L","GFI1"
"11111","ACSS2","GFI1"
"11112","CDK4","GFI1"
"11113","RHBDF1","GFI1"
"11114","HK2","GFI1"
"11115","RUNX1","GFI1"
"11116","PFKM","GFI1"
"11117","AIMP2","GFI1"
"11118","LOC646762","GFI1"
"11119","ERVMER341","GFI1"
"11120","SFXN4","GFI1"
"11121","SLC19A1","GFI1"
"11122","MYBBP1A","GFI1"
"11123","HIST1H2AC","GFI1"
"11124","TGM1","GFI1"
"11125","ADAM8","GFI1"
"11126","NOLC1","GFI1"
"11127","FGD6","GFI1"
"11128","CCDC137","GFI1"
"11129","FGF11","GFI1"
"11130","CYTH2","GFI1"
"11131","HSPD1","GFI1"
"11132","PNPT1","GFI1"
"11133","FLJ10661","GFI1"
"11134","DCAF4","GFI1"
"11135","DHODH","GFI1"
"11136","TGM2","GFI1"
"11137","COL5A1","GFI1"
"11138","IRF9","GFI1"
"11139","IPO4","GFI1"
"11140","TNFAIP2","GFI1"
"11141","TRMT1","GFI1"
"11142","MCOLN2","GFI1"
"11143","TCOF1","GFI1"
"11144","GPD1L","GFI1"
"11145","IMP4","GFI1"
"11146","PCOLCE2","GFI1"
"11147","FLAD1","GFI1"
"11148","NOP56","GFI1"
"11149","NFKB2","GFI1"
"11150","OSBP2","GFI1"
"11151","AKAP12","GFI1"
"11152","C1orf51","GFI1"
"11153","SPTAN1","GFI1"
"11154","ALS2CL","GFI1"
"11155","PMM2","GFI1"
"11156","RNF213","GFI1"
"11157","PHB","GFI1"
"11158","C11orf48","GFI1"
"11159","HSPA6","GFI1"
"11160","PA2G4","GFI1"
"11161","RRP9","GFI1"
"11162","DDAH2","GFI1"
"11163","DDX26B","GFI1"
"11164","NLE1","GFI1"
"11165","KCNQ5","GFI1"
"11166","DDX28","GFI1"
"11167","STMN3","GFI1"
"11168","DDX10","GFI1"
"11169","SORD","GFI1"
"11170","UTP20","GFI1"
"11171","TINF2","GFI1"
"11172","TMEM97","GFI1"
"11173","ZNF667","GFI1"
"11174","TTLL12","GFI1"
"11175","DAB2","GFI1"
"11176","OR2A4","GFI1"
"11177","PRR5","GFI1"
"11178","MEG3","GFI1"
"11179","FAM195A","GFI1"
"11180","BID","GFI1"
"11181","XPO5","GFI1"
"11182","TRIOBP","GFI1"
"11183","PLAU","GFI1"
"11184","PLEKHG2","GFI1"
"11185","KIAA1609","GFI1"
"11186","FAM86B1","GFI1"
"11187","MKNK1","GFI1"
"11188","CDK2","GFI1"
"11189","PLEC","GFI1"
"11190","COL1A1","GFI1"
"11191","MAP3K6","GFI1"
"11192","UBIAD1","GFI1"
"11193","ERBB3","GFI1"
"11194","FARSA","GFI1"
"11195","DTX2P1UPK3BP1PMS2P11","GFI1"
"11196","AGPAT5","GFI1"
"11197","PLD6","GFI1"
"11198","ARNTL","GFI1"
"11199","SLC6A8","GFI1"
"11200","FAM168A","GFI1"
"11201","LOC730755","GFI1"
"11202","SMTN","GFI1"
"11203","ABCC3","GFI1"
"11204","PHF1","GFI1"
"11205","NDE1","GFI1"
"11206","DHRS1","GFI1"
"11207","KHNYN","GFI1"
"11208","EPS8L1","GFI1"
"11209","ANGEL1","GFI1"
"11210","GPR110","GFI1"
"11211","COL8A2","GFI1"
"11212","SORL1","GFI1"
"11213","ANAPC1","GFI1"
"11214","SESTD1","GFI1"
"11215","RPP40","GFI1"
"11216","FGFBP1","GFI1"
"11217","NUFIP1","GFI1"
"11218","ERCC1","GFI1"
"11219","ALG3","GFI1"
"11220","MTMR11","GFI1"
"11221","CCNG2","GFI1"
"11222","NLRP1","GFI1"
"11223","ABL2","GFI1"
"11224","SRM","GFI1"
"11225","SCFD2","GFI1"
"11226","GNL3","GFI1"
"11227","GPATCH4","GFI1"
"11228","ALDH1B1","GFI1"
"11229","PAICS","GFI1"
"11230","NOL6","GFI1"
"11231","VMP1","GFI1"
"11232","NTF4","GFI1"
"11233","NCL","GFI1"
"11234","SLC12A8","GFI1"
"11235","HS6ST2","GFI1"
"11236","GPRC5A","GFI1"
"11237","NIT1","GFI1"
"11238","FAM193B","GFI1"
"11239","DUOX1","GFI1"
"11240","BOP1","GFI1"
"11241","MST1R","GFI1"
"11242","WSB1","GFI1"
"11243","GOLGA2","GFI1"
"11244","LTBP2","GFI1"
"11245","AHNAK","GFI1"
"11246","LINC00173","GFI1"
"11247","GEMIN5","GFI1"
"11248","PC","GFI1"
"11249","MICAL1","GFI1"
"11250","BEND3","GFI1"
"11251","MIR21","GFI1"
"11252","DUSP22","GFI1"
"11253","CGN","GFI1"
"11254","C10orf2","GFI1"
"11255","SUPV3L1","GFI1"
"11256","DIEXF","GFI1"
"11257","FCHSD1","GFI1"
"11258","VAMP1","GFI1"
"11259","YPEL3","GFI1"
"11260","CDCA8","GFI1"
"11261","TAF4B","GFI1"
"11262","CCDC78","GFI1"
"11263","FAM100A","GFI1"
"11264","NPM1","GFI1"
"11265","TFB2M","GFI1"
"11266","DKC1","GFI1"
"11267","PDLIM7","GFI1"
"11268","DUSP2","GFI1"
"11269","ARNTL2","GFI1"
"11270","PES1","GFI1"
"11271","SSH3","GFI1"
"11272","FARSB","GFI1"
"11273","C19orf48","GFI1"
"11274","C20orf27","GFI1"
"11275","WDR12","GFI1"
"11276","SERPINB1","GFI1"
"11277","MON1A","GFI1"
"11278","SMURF1","GFI1"
"11279","PCYOX1L","GFI1"
"11280","NRP1","GFI1"
"11281","SLC6A15","GFI1"
"11282","MRTO4","GFI1"
"11283","FAM86C1","GFI1"
"11284","ATIC","GFI1"
"11285","SLITRK6","GFI1"
"11286","B7H6","GFI1"
"11287","CCDC86","GFI1"
"11288","SLC29A2","GFI1"
"11289","SNHG1","GFI1"
"11290","LAMC2","GFI1"
"11291","DDX18","GFI1"
"11292","EXOSC5","GFI1"
"11293","ECE2","GFI1"
"11294","NOP16","GFI1"
"11295","WDR74","GFI1"
"11296","UTP14A","GFI1"
"11297","NOP2","GFI1"
"11298","METTL1","GFI1"
"11299","RCL1","GFI1"
"11300","PDP1","GFI1"
"11301","BAX","GFI1"
"11302","TK1","GFI1"
"11303","TAF9","GFI1"
"11304","RUVBL2","GFI1"
"11305","HMGA1","GFI1"
"11306","KAT5","GFI1"
"11307","ENO1","GFI1"
"11308","CDC25A","GFI1"
"11309","E2F3","GFI1"
"11310","PRDX3","GFI1"
"11311","ODC1","GFI1"
"11312","PTMA","GFI1"
"11313","SNAI1","GFI1"
"11314","KAT2A","GFI1"
"11315","SERPINI1","GFI1"
"11316","HSP90AA1","GFI1"
"11317","MMP9","GFI1"
"11318","LIN28B","GFI1"
"11319","NME1","GFI1"
"11320","TERT","GFI1"
"11321","RPL11","GFI1"
"11322","PIM1","GFI1"
"11323","TAF10","GFI1"
"11324","RUVBL1","GFI1"
"11325","BMI1","GFI1"
"11326","SLC2A1","GFI1"
"11327","TAF12","GFI1"
"11328","BIRC5","GFI1"
"11329","BCAT1","GFI1"
"11330","KIR3DL1","GFI1"
"11331","SUPT7L","GFI1"
"11332","LDHA","GFI1"
"11333","TRRAP","GFI1"
"11334","IREB2","GFI1"
"11335","TP53","GFI1"
"11336","CAD","GFI1"
"11337","MTDH","GFI1"
"11338","FOSL1","GFI1"
"11339","GPAM","GFI1"
"11340","GAPDH","GFI1"
"11341","HSPA4","GFI1"
"11342","SUPT3H","GFI1"
"11343","POLR3D","GFI1"
"11344","SHMT1","GFI1"
"11345","CREBBP","GFI1"
"11346","CCND2","GFI1"
"11347","PEG10","GFI1"
"11348","EIF4G1","GFI1"
